age,female,"bs(age, df=5, degree=2, include_intercept=False)[0]","bs(age, df=5, degree=2, include_intercept=False)[1]","bs(age, df=5, degree=2, include_intercept=False)[2]","bs(age, df=5, degree=2, include_intercept=False)[3]","bs(age, df=5, degree=2, include_intercept=False)[4]","bs(age, df=5, degree=2, include_intercept=False)[0]:female","bs(age, df=5, degree=2, include_intercept=False)[1]:female","bs(age, df=5, degree=2, include_intercept=False)[2]:female","bs(age, df=5, degree=2, include_intercept=False)[3]:female","bs(age, df=5, degree=2, include_intercept=False)[4]:female"
46.583,1,0.0,0.41120001922336563,0.5863824837231676,0.0024174970534667664,0.0,0.0,0.41120001922336563,0.5863824837231676,0.0024174970534667664,0.0
46.667,0,0.0,0.40676662821990534,0.5905547046848406,0.002678667095254011,0.0,0.0,0.0,0.0,0.0,0.0
46.667,1,0.0,0.40676662821990534,0.5905547046848406,0.002678667095254011,0.0,0.0,0.40676662821990534,0.5905547046848406,0.002678667095254011,0.0
46.75,0,0.0,0.402357266435976,0.5946895030915065,0.002953230472517523,0.0,0.0,0.0,0.0,0.0,0.0
46.75,1,0.0,0.402357266435976,0.5946895030915065,0.002953230472517523,0.0,0.0,0.402357266435976,0.5946895030915065,0.002953230472517523,0.0
46.833,0,0.0,0.3979719338715777,0.5987868789431651,0.0032411871852573034,0.0,0.0,0.0,0.0,0.0,0.0
46.833,1,0.0,0.3979719338715777,0.5987868789431651,0.0032411871852573034,0.0,0.0,0.3979719338715777,0.5987868789431651,0.0032411871852573034,0.0
46.917,0,0.0,0.3936106305267102,0.6028468322398164,0.0035425372334733506,0.0,0.0,0.0,0.0,0.0,0.0
46.917,1,0.0,0.3936106305267102,0.6028468322398164,0.0035425372334733506,0.0,0.0,0.3936106305267102,0.6028468322398164,0.0035425372334733506,0.0
47.0,0,0.0,0.3892733564013737,0.6068693629814605,0.003857280617165666,0.0,0.0,0.0,0.0,0.0,0.0
47.0,1,0.0,0.3892733564013737,0.6068693629814605,0.003857280617165666,0.0,0.0,0.3892733564013737,0.6068693629814605,0.003857280617165666,0.0
