2021,2020,2019,2018,2017
1.0,0.30505302403113543,0.25149623252844794,0.2190112449881539,0.21486550297182308
0.30505302403113543,1.0,0.29862094538765416,0.26686780848203084,0.2596021402633262
0.25149623252844794,0.29862094538765416,1.0,0.2997458175216584,0.2849630596554629
0.2190112449881539,0.26686780848203084,0.2997458175216584,1.0,0.3277510091697782
0.21486550297182308,0.2596021402633262,0.2849630596554629,0.3277510091697782,1.0
