age,female,"bs(age, df=6, degree=3, include_intercept=False)[0]","bs(age, df=6, degree=3, include_intercept=False)[1]","bs(age, df=6, degree=3, include_intercept=False)[2]","bs(age, df=6, degree=3, include_intercept=False)[3]","bs(age, df=6, degree=3, include_intercept=False)[4]","bs(age, df=6, degree=3, include_intercept=False)[5]","bs(age, df=6, degree=3, include_intercept=False)[0]:female","bs(age, df=6, degree=3, include_intercept=False)[1]:female","bs(age, df=6, degree=3, include_intercept=False)[2]:female","bs(age, df=6, degree=3, include_intercept=False)[3]:female","bs(age, df=6, degree=3, include_intercept=False)[4]:female","bs(age, df=6, degree=3, include_intercept=False)[5]:female"
40.833,0,0.0021013206379945307,0.25696563309315396,0.6940521416529409,0.04688090461591064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.833,1,0.0021013206379945307,0.25696563309315396,0.6940521416529409,0.04688090461591064,0.0,0.0,0.0021013206379945307,0.25696563309315396,0.6940521416529409,0.04688090461591064,0.0,0.0
40.917,0,0.0019777461739153446,0.2543030629745962,0.6959190787356682,0.047800112115820304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.917,1,0.0019777461739153446,0.2543030629745962,0.6959190787356682,0.047800112115820304,0.0,0.0,0.0019777461739153446,0.2543030629745962,0.6959190787356682,0.047800112115820304,0.0,0.0
41.0,0,0.0018591140159767215,0.25164698165442206,0.6977626471208349,0.04873125720876617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,1,0.0018591140159767215,0.25164698165442206,0.6977626471208349,0.04873125720876617,0.0,0.0,0.0018591140159767215,0.25164698165442206,0.6977626471208349,0.04873125720876617,0.0,0.0
41.083,0,0.0017453233007880382,0.24899766009533605,0.6995825996923983,0.04967441691147753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.083,1,0.0017453233007880382,0.24899766009533605,0.6995825996923983,0.04967441691147753,0.0,0.0,0.0017453233007880382,0.24899766009533605,0.6995825996923983,0.04967441691147753,0.0,0.0
41.167,0,0.0016362731649586708,0.24635536926004264,0.701378689334315,0.050629668240683615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.167,1,0.0016362731649586708,0.24635536926004264,0.701378689334315,0.050629668240683615,0.0,0.0,0.0016362731649586708,0.24635536926004264,0.701378689334315,0.050629668240683615,0.0,0.0
41.25,0,0.0015318627450979958,0.24372038011124642,0.703150668930542,0.05159708821311373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.25,1,0.0015318627450979958,0.24372038011124642,0.703150668930542,0.05159708821311373,0.0,0.0,0.0015318627450979958,0.24372038011124642,0.703150668930542,0.05159708821311373,0.0,0.0
41.333,0,0.001431991177815389,0.24109296361165183,0.7048982913650357,0.05257675384549709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.333,1,0.001431991177815389,0.24109296361165183,0.7048982913650357,0.05257675384549709,0.0,0.0,0.001431991177815389,0.24109296361165183,0.7048982913650357,0.05257675384549709,0.0,0.0
41.417,0,0.0013365575997202272,0.23847339072396334,0.7066213095217533,0.05356874215456299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.417,1,0.0013365575997202272,0.23847339072396334,0.7066213095217533,0.05356874215456299,0.0,0.0,0.0013365575997202272,0.23847339072396334,0.7066213095217533,0.05356874215456299,0.0,0.0
41.5,0,0.0012454611474218863,0.23586193241088557,0.7083194762846519,0.05457313015704071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.5,1,0.0012454611474218863,0.23586193241088557,0.7083194762846519,0.05457313015704071,0.0,0.0,0.0012454611474218863,0.23586193241088557,0.7083194762846519,0.05457313015704071,0.0,0.0
41.583,0,0.0011586009575297426,0.23325885963512294,0.7099925445376878,0.05558999486965949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.583,1,0.0011586009575297426,0.23325885963512294,0.7099925445376878,0.05558999486965949,0.0,0.0,0.0011586009575297426,0.23325885963512294,0.7099925445376878,0.05558999486965949,0.0,0.0
41.667,0,0.0010758761666531723,0.23066444335938002,0.7116402671648182,0.05661941330914862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.667,1,0.0010758761666531723,0.23066444335938002,0.7116402671648182,0.05661941330914862,0.0,0.0,0.0010758761666531723,0.23066444335938002,0.7116402671648182,0.05661941330914862,0.0,0.0
41.75,0,0.000997185911401552,0.22807895454636123,0.7132623970499998,0.05766146249223734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.75,1,0.000997185911401552,0.22807895454636123,0.7132623970499998,0.05766146249223734,0.0,0.0,0.000997185911401552,0.22807895454636123,0.7132623970499998,0.05766146249223734,0.0,0.0
41.833,0,0.0009224293283842573,0.22550266415877115,0.7148586870771896,0.05871621943565493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.833,1,0.0009224293283842573,0.22550266415877115,0.7148586870771896,0.05871621943565493,0.0,0.0,0.0009224293283842573,0.22550266415877115,0.7148586870771896,0.05871621943565493,0.0,0.0
41.917,0,0.0008515055542106651,0.22293584315931433,0.7164288901303444,0.05978376115613066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.917,1,0.0008515055542106651,0.22293584315931433,0.7164288901303444,0.05978376115613066,0.0,0.0,0.0008515055542106651,0.22293584315931433,0.7164288901303444,0.05978376115613066,0.0,0.0
42.0,0,0.0007843137254901514,0.22037876251069513,0.717972759093421,0.06086416467039379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
