2021,2020,2019,2018,2017
1.0,0.31028843214836244,0.25693760997895954,0.22246628054532877,0.22037307168895978
0.31028843214836244,1.0,0.3053306008780747,0.27050234791696265,0.2646690399510729
0.25693760997895954,0.3053306008780747,1.0,0.30419197951169213,0.2884191533898069
0.22246628054532877,0.27050234791696265,0.30419197951169213,1.0,0.33249925525760826
0.22037307168895978,0.2646690399510729,0.2884191533898069,0.33249925525760826,1.0
