"","age_group","mean_sbp","mean_dbp","se_sbp","se_dbp"
"40-44","40-44",119.551258419148,74.0814004797672,0.648174218509628,0.485946368592493
"45-49","45-49",120.431994243855,75.1932610653719,0.913486328800466,0.604313451381607
"50-54","50-54",123.91311736836,75.6176303350306,0.91870511977766,0.496701374242262
"55-59","55-59",125.880699131614,74.4540256594922,0.811267316192095,0.583778263261659
"60-64","60-64",127.602824912852,71.9400057201375,0.767768803358302,0.543735715310636
"65-69","65-69",129.601044245279,70.8156761187049,0.980222907196138,0.719338532874094
"70-74","70-74",132.174231140231,67.2286990096934,0.997205478290377,0.756112744928642
"75-79","75-79",134.612515638845,65.2307860766444,1.23373281192703,0.801309382245595
"80-84","80-84",140.592941028372,64.2244128556458,1.0443221916109,0.446371081836693
