quantiles,intercept,age_beta,female_beta,noplace_beta,poor_beta,education_L12_beta,singlefamily_beta,crowded_beta,rented_beta,notemployed_beta
0.5700000000000001,83.69230769230771,-0.15384615384615458,-2.1538461538461346,0.9230769230769122,0.6153846153846453,-0.7692307692307659,-1.0769230769230829,-0.3076923076923002,0.3076923076923054,5.11516885227439e-13
0.58,83.84615384615387,-0.15384615384615458,-2.153846153846149,0.9230769230769192,0.46153846153848105,-0.46153846153845773,-1.0769230769230798,-0.4615384615384755,0.3076923076923164,0.15384615384612157
0.59,84.15384615384616,-0.1538461538461539,-1.9999999999999987,0.7692307692307941,0.4615384615384678,-0.46153846153844325,-1.0769230769230922,-0.6153846153846166,0.15384615384613365,-0.1538461538461514
0.6,84.30769230769235,-0.15384615384615463,-1.9999999999999525,0.7692307692307849,0.4615384615385311,-0.30769230769231776,-0.9230769230769857,-0.7692307692307696,0.15384615384609993,1.0353760539219717e-14
0.61,84.82539682539701,-0.15873015873016258,-1.8730158730158912,0.5396825396826065,0.5714285714285492,-0.3174603174603308,-1.015873015872968,-0.7619047619047749,0.09523809523817538,0.12698412698408693
0.62,85.35135135135135,-0.16216216216216206,-1.89189189189188,0.6486486486486468,0.3783783783783627,-0.37837837837836846,-0.8648648648648521,-0.9189189189189286,0.16216216216214618,1.4764842370696636e-14
0.63,85.83333333333317,-0.16666666666666466,-1.8333333333333066,0.5000000000000132,0.16666666666671845,-0.3333333333333253,-0.8333333333333582,-0.8333333333333139,0.3333333333333206,-2.931517488443053e-14
0.64,86.16666666666646,-0.16666666666666308,-1.999999999999951,0.5000000000000215,8.669953594217437e-14,-0.33333333333329174,-0.8333333333333642,-0.6666666666666632,0.6666666666665647,0.3333333333332753
0.65,86.33333333333327,-0.16666666666666574,-1.6666666666666974,0.6666666666667005,6.085623215131137e-14,-0.16666666666668223,-0.9999999999999781,-0.666666666666666,0.49999999999999944,0.16666666666664476
0.6599999999999999,86.48648648648647,-0.16216216216216198,-1.9459459459459443,0.8648648648648649,0.21621621621621387,-0.4324324324324385,-1.0810810810810714,-0.4864864864864861,0.5945945945945942,-0.05405405405405657
0.6699999999999999,86.56,-0.15999999999999973,-1.919999999999991,1.0399999999999936,0.16000000000000056,-0.4799999999999887,-1.039999999999987,-0.5600000000000257,0.560000000000001,-0.1599999999999931
0.6799999999999999,87.09090909090956,-0.16363636363636971,-2.090909090909246,0.9818181818182272,0.0909090909092598,-0.5454545454542941,-1.1454545454545841,-0.5636363636367355,0.5999999999997973,-0.09090909090924452
0.69,87.66666666666666,-0.16666666666666644,-2.3333333333333344,1.1666666666666587,0.16666666666687813,-0.4999999999999962,-1.333333333333333,-0.5000000000002113,0.5000000000000014,-0.3333333333333988
0.7,87.63999999999992,-0.1599999999999982,-2.3600000000000367,1.3200000000000143,0.32000000000000606,-0.5599999999999985,-1.4800000000000102,-0.44000000000001394,0.40000000000002167,-0.1599999999999877
