N,E,S1,S2
0.32592,0.15841,0.35296,0.16271
0.31295205130000703,0.16093276377787338,0.3462650433669131,0.17985014155520654
0.3127502001601281,0.1609587670136109,0.34610688550840674,0.1801841473178543
0.31320403320283163,0.1618587978492255,0.3458861931892141,0.17905097575872875
0.313338207750323,0.16245830871085026,0.3457397261646017,0.178463757374225
0.3139710818745679,0.16343851140792995,0.34566478622030283,0.17692562049719937
0.3140193474011328,0.16421232018445192,0.34544634354167714,0.1763219888727382
0.31460831896033054,0.1654767157354298,0.3453732301151177,0.17454173518912197
0.3145608667302001,0.16582234037217233,0.34563876210061695,0.17397803079701057
0.31508333918697884,0.1667987918075723,0.34558919450493214,0.1725286745005168
0.3154000602349162,0.16766388916775424,0.3451561088244152,0.17177994177291436
0.31578101617973464,0.16887786359208187,0.3450471532304231,0.17029396699776034
0.3154648289164373,0.16931546482891643,0.34502019248156557,0.1701995137730807
0.3172996713534809,0.16952934200343722,0.34294817033337016,0.17022281630971164
0.31728187750751624,0.1701642014660486,0.34279192768297956,0.16976199334345557
0.31768255884127944,0.17131361899014283,0.34216455441561056,0.1688392677529672
0.3184919101666264,0.17179827738871448,0.3418558319246559,0.16785398052000322
0.31944234737530824,0.17282198399516835,0.34168805677185565,0.16604761185766773
0.31962375878668253,0.17325625893774296,0.34157787669439466,0.16554210558117988
0.32002095591198515,0.1741557185459821,0.3414705408237285,0.1643527847183042
0.3203100587660145,0.1744937353210963,0.3408731238723074,0.16432308204058182
0.32117215230719587,0.17541949015811553,0.340513068731849,0.16289528880283963
0.32143073291775104,0.17609796445358994,0.34057576307773,0.161895539550929
0.3222473361317404,0.17685461737164998,0.3397441072005166,0.16115393929609298
0.3220068645265496,0.17698364627498486,0.3399858671512215,0.1610236220472441
0.3238201997556074,0.17759869118671798,0.33925126993264054,0.1593298391250341
0.3244155266826972,0.17739295601042657,0.33938855099112936,0.15880296631574695
0.3249474407697906,0.17782202636047545,0.3392698310018598,0.15796070186787417
0.325648648102085,0.1775263402697729,0.3395316386580113,0.15729337297013085
0.3267717331930648,0.178215217787129,0.3390620890570313,0.1559509599627749
0.3271266368475379,0.17827723694063835,0.3388755085105952,0.15572061770122853
0.32839296199558604,0.1789872238757618,0.33816234384174615,0.15445747028690598
0.32864696229969814,0.17891943358385837,0.3385329092640237,0.15390069485241983
0.32947625464825264,0.17924270211666482,0.3381800127668629,0.15310103046821963
0.32965072672356127,0.17968417425148486,0.3379517950173319,0.15271330400762198
0.3302036015574302,0.18044289422452953,0.3376561486048021,0.15169735561323816
0.33041881789688293,0.18078448476979722,0.33761043545295016,0.15118626188036963
0.331141485788507,0.18191319877824794,0.3370878869980821,0.14985742843516292
0.3315162220327283,0.18236082348641736,0.3364802858651074,0.14964266861574693
0.3324870261102704,0.18244691114789727,0.33600089370042757,0.14906516904140474
0.33255105150868636,0.18311490399268515,0.33575129533678755,0.14858274916184092
0.33377717695130255,0.18410701035748045,0.33439720276877105,0.14771860992244595
0.3338417889502425,0.1846304036120687,0.3341061858710353,0.14742162156665345
0.3347676595052083,0.18507893880208334,0.3334757486979167,0.14667765299479166
0.33484637226864244,0.18508604984886573,0.3335233113162421,0.14654426656624972
0.3358653483896588,0.18559398833100835,0.3323727967905182,0.14616786648881466
0.33656285338793973,0.18573306030135395,0.3320700510406797,0.14563403527002658
0.33779734605271206,0.18635724331926865,0.3308771071566889,0.14496830347133044
0.3378979138201766,0.18619613761037584,0.3306686787527785,0.14523726981666904
0.3387700562032702,0.18722523129022717,0.3298958556463376,0.14410885686016503
0.33910656147620455,0.18729141364142027,0.3299006950327104,0.14370132984966474
0.3399183256763655,0.1877590607452782,0.32929045431342524,0.1430321592649311
0.3400776223061996,0.18823409253395976,0.3288938821366561,0.14279440302318455
0.3410029016306347,0.1885038211614696,0.3281703379786669,0.1423229392292288
0.34073672806067173,0.1888836648337047,0.32814448373842475,0.14223512336719885
0.3416295144995705,0.18932267168391345,0.3276514376866129,0.14139637612990305
0.3418678396072013,0.18987315875613747,0.3273220130932897,0.14093698854337153
0.34269105200135097,0.19018718848826618,0.32707324811429855,0.1400485113960843
0.3428009747506809,0.19095693485962362,0.32666434583171217,0.13957774455798333
0.34371318822023045,0.1912112676056338,0.3260435339308579,0.13903201024327785
0.3439117113609116,0.19097439260572402,0.3262560329545338,0.1388578630788306
0.344811678592664,0.19178643921842004,0.32540544973653457,0.13799643245238144
0.34559404264921584,0.19206507133845507,0.3245463776886546,0.1377945083236745
0.34639537031336576,0.19185700506885017,0.3243140634940179,0.13743356112376615
0.3469379375474758,0.19214108275678007,0.3238210597630828,0.13709991993266132
0.34765195781431313,0.19294714466158,0.3229443719898541,0.13645652553425278
0.3476335768073063,0.19271427250593276,0.32319372104252064,0.13645842964424035
0.34878367128806487,0.19334847534968808,0.3219596920894955,0.13590816127275157
0.3490335184042772,0.19351223524573308,0.3215916101172116,0.1358626362327781
0.3501208661214833,0.19352980507123385,0.32084554852646197,0.13550378028082086
0.35054389774516564,0.19340530416079202,0.3206063662279122,0.13544443186613014
0.35135190790963944,0.19372541751611375,0.31999958814686685,0.13492308642738
0.3515142150803461,0.1934590028842192,0.3201277297074578,0.13489905232797691
0.35246949208443273,0.19382833113456466,0.31940550791556727,0.13429666886543534
0.3527616533833734,0.1942591427893885,0.3187784181711328,0.13420078565610533
0.3533677153171738,0.19432697266632284,0.3181021144920062,0.13420319752449716
0.35371390832353,0.19420882091924133,0.3175861143788826,0.13449115637834602
0.35469983998348215,0.19433231817477933,0.31628555205698655,0.13468228978475197
0.3551272516939349,0.1943480416460089,0.3157019500908941,0.13482275656916212
0.3561308324290808,0.19478117087790006,0.3148245750012918,0.1342634216917274
0.35660004756045866,0.1946463466330297,0.3145503985773219,0.1342032072291897
0.3569648010426256,0.19498546737140435,0.31405993028475676,0.1339898013012133
0.3576847051031285,0.19550436213480704,0.31306984590228404,0.1337410868597804
0.3582789686237962,0.1959304131717925,0.3121052086569328,0.1336854095474785
0.3585961132059835,0.1956553267310322,0.31165831019765466,0.13409024986532964
0.35919412173156046,0.1960079178368967,0.31145909981241776,0.1333388606191251
0.359528426116981,0.19570108768910133,0.31144821293406466,0.13332227325985296
0.3601024981326251,0.19554527346667774,0.31084529836500957,0.13350693003568762
0.36000913412634156,0.195553341221897,0.3104149799672002,0.13402254468456126
0.3606778675416918,0.19553072625698323,0.3101493219247783,0.1336420842765467
0.3607267514335577,0.19548325438377795,0.31001205019529626,0.13377794398736806
0.3613489918935772,0.19568696736645189,0.3095302431926834,0.13343379754728746
0.3617335426782985,0.19587618146465224,0.30906803364769736,0.1333222422093519
0.3623322584000832,0.1962758764173515,0.3082076354936024,0.13318422968896287
0.3621414595562216,0.19652595645476875,0.30797010948753173,0.13336247450147787
0.36253943135560573,0.19710992889342344,0.3069555349650714,0.13339510478589944
0.3626154984009917,0.1966728126920633,0.30716584893277915,0.13354583997416586
0.363386241180578,0.19727366523193646,0.30637916479943306,0.1329609287880525
0.3634695388336861,0.1977916566745561,0.3058837022594334,0.13285510223232438
0.3637520735307926,0.19802610301405307,0.3056932113384315,0.13252861211672284
0.3632453649574077,0.19863871722064472,0.3055683146818106,0.13254760314013697
0.3640284914567406,0.1988657726532147,0.30499853782846637,0.1321071980615783
0.3639840737373421,0.19927683899217272,0.3045427469667994,0.13219634030368582
0.36439198302089976,0.19951488285048147,0.303762794442063,0.13233033968655578
0.36477934792841227,0.19978452559020116,0.3030658033743711,0.13237032310701546
0.36490545108257727,0.19980326290563946,0.30323674379179355,0.13205454221998975
0.36452815176197156,0.20045436462237484,0.30306329697020457,0.13195418664544903
0.36559995809982715,0.20118367988267952,0.3017440946943906,0.13147226732310272
0.36544063711621083,0.20113171958503615,0.3019176359635335,0.13151000733521953
0.36581427777603037,0.20138604934000146,0.3019742291280051,0.13082544375596306
0.3655988419661401,0.20156502402081106,0.30186502192292364,0.13097111209012524
0.3658152664386005,0.20168111318655949,0.30147753268831196,0.13102608768652801
0.36569952972791403,0.20195456835740677,0.30139402082633526,0.13095188108834396
0.3662168548175374,0.20174323969545813,0.30138093987923337,0.13065896560777107
0.36616477362277117,0.20205310329610288,0.3012934340621815,0.13048868901894445
0.36691335702121397,0.2021739587494481,0.3005592582469567,0.13035342598238125
0.36721190764213957,0.2021353810550676,0.3005838110766318,0.13006890022616105
