NHB (insured),NHB (uninsured),NHW (insured),NHW (uninsured)
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0025570905991405333,0.0011297611362169142,0.0018847959791019112,0.0022854240731335703
0.004403878254075363,0.0025823111684958036,0.0033066596124594933,0.002793296089385475
0.007848847533473027,0.0056488056810845705,0.006084253686925468,0.003809040121889284
0.009979756366090137,0.007585539057456424,0.007274651147410886,0.004824784154393093
0.013602301381539226,0.010006455777921239,0.010713577144368758,0.006094464195022855
0.015520119330894627,0.011620400258231117,0.011903974604854177,0.006602336211274758
0.01882302802145115,0.014364105874757909,0.014284769525825011,0.008633824276282377
0.021451148915012253,0.016785022595222725,0.016268765293300708,0.010919248349415947
0.024825087899989346,0.020819883795997418,0.019343958732888036,0.01244286439817166
0.026529814966083035,0.02211103938024532,0.02003835725150453,0.01345860843067547
0.034733813971658915,0.028082633957391866,0.026155677534554594,0.019807008633824275
0.037432965159640584,0.03066494512588767,0.0280735401097811,0.021838496698831894
0.040238661789253116,0.0329244673983215,0.030454335030751935,0.024123920771965464
0.04247611606350108,0.035506778566817304,0.03270286356722439,0.026663280853224988
0.04670241858152502,0.03857327307940607,0.036439388929303616,0.029456576942610464
0.04893987285577299,0.040025823111684955,0.03756365319753985,0.031234128999492128
0.05188763007422666,0.04389928986442866,0.04037431386813042,0.034281361097003554
0.05430266008452605,0.046481601032924466,0.04215991005885854,0.034789233113255456
0.05813829598323685,0.04922530664945126,0.04536736988294425,0.038598273235144746
0.061192598643321376,0.05116204002582311,0.047814297996164275,0.04037582529202641
0.06431793159782648,0.05503550677856682,0.05115402420474836,0.04240731335703403
0.06623574954718188,0.05616526791478373,0.052245221876859996,0.043423057389537834
0.0721667791312995,0.0605229180116204,0.05733747768004761,0.047232097511427124
0.07532762723301488,0.06471917366042608,0.06011507175451359,0.04875571356018284
0.0788791419540434,0.0669786959328599,0.06342173136697309,0.05104113763331641
0.0817558688780765,0.0697224015493867,0.06550492692282256,0.053326561706449976
0.08637283801541358,0.07456423499031634,0.06930758547715098,0.055611985779583546
0.08907198920339525,0.07779212395093608,0.07132464784075128,0.05764347384459116
0.09436374613772774,0.08198837959974177,0.075755571721447,0.05865921787709497
0.09670774585360656,0.08457069076823757,0.07800410025791946,0.06069070594210259
0.10057889689952765,0.08892834086507424,0.08081476092851002,0.06348400203148806
0.10384629044287388,0.09151065203357005,0.08306328946498248,0.06653123412899949
0.10817913840252869,0.09554551323434474,0.08633688248131738,0.06983240223463687
0.11116241076819264,0.09828921885087152,0.08802327888367172,0.07160995429151853
0.11631210711368399,0.10280826339573919,0.09238806957211824,0.07592686642965972
0.1198991369819228,0.10603615235635894,0.09490113087758746,0.0787201625190452
0.12334410626132045,0.10829567462879278,0.09771179154817804,0.08049771457592686
0.1258656817132507,0.10990961910910264,0.10035711923814562,0.08329101066531235
0.13069574173384949,0.11233053582956747,0.10425897758084783,0.08608430675469782
0.13307525659693858,0.11475145255003227,0.10614377355994974,0.08811579481970544
0.13694640764285967,0.11830213040671402,0.10954963296078302,0.09116302691721687
0.13925489221152823,0.12056165267914784,0.11176509490113087,0.09319451498222447
0.1433746492879213,0.12411233053582957,0.1149064215329674,0.09598781107160996
0.14635792165358524,0.1265332472562944,0.11755174922293499,0.09827323514474352
0.1512945271158149,0.13056810845706907,0.12125520798888963,0.09979685119349924
0.15346095109564228,0.13234344738540993,0.12307387077574235,0.10081259522600304
0.15683489008061938,0.1354099418979987,0.12694266252231995,0.10487557135601829
0.1592144049437085,0.13734667527437056,0.12968719000066134,0.10716099542915185
0.16226870760379303,0.14089735313105228,0.133225315785993,0.10868461147790756
0.1652164648222467,0.14315687540348612,0.13544077772634086,0.11020822752666327
0.1692651916042192,0.14654615881213687,0.13851597116592818,0.11147790756729305
0.17111197925915403,0.1489670755326017,0.14010316777990875,0.1127475876079228
0.17445040309692084,0.15187217559715946,0.14337676079624365,0.11528694768918232
0.1773981603153745,0.1539703034215623,0.14579062231333906,0.11655662772981208
0.1805234932698796,0.1567140090380891,0.148733549368428,0.1185881157948197
0.1833647050467024,0.1591349257585539,0.15108127769327426,0.12138141188420518
0.18688070462052064,0.16010329244673982,0.15425567092123538,0.12493651599796851
0.1887274922754555,0.16139444803098774,0.1559420673235897,0.12569832402234637
0.19313137052953083,0.16526791478373143,0.1592817935321738,0.1292534281361097
0.19646979436729764,0.16817301484828923,0.16202632101051517,0.13103098019299136
0.1992399758496999,0.17075532601678503,0.16480391508498116,0.13306246825799897
0.20208118762652272,0.17301484828921884,0.16715164340982738,0.1350939563230066
0.20605888411407466,0.17672692059393158,0.17085510217578204,0.13864906043676994
0.20840288382995348,0.1788250484183344,0.17333509688512663,0.13941086846114778
0.21206094399261285,0.18124596513879923,0.1768070894782091,0.14220416455053325
0.21472458003338424,0.18398967075532602,0.1789233516301832,0.14372778059928898
0.2179564584295202,0.18592640413169786,0.18156867932015078,0.1462671406805485
0.22022942785097843,0.18721755971594578,0.18322200912638054,0.14855256475368206
0.2236388819831658,0.1909296320206585,0.18689240129621057,0.14956830878618588
0.2261249422878858,0.1933505487411233,0.18874413067918788,0.15134586084306756
0.22956991156728346,0.19625564880568108,0.191918523907149,0.15286947689182326
0.23248215363852684,0.19786959328599096,0.19476225117386417,0.15490096495683087
0.2352168199737188,0.1998063266623628,0.19767211163282852,0.15718638902996446
0.23748978939517704,0.2014202711426727,0.20001983995767475,0.1589639410868461
0.24079269808573356,0.20448676565526147,0.20319423318563587,0.16150330116810563
0.24306566750719183,0.20755326016785022,0.20517822895311158,0.16404266124936517
0.2469368185531129,0.20997417688831505,0.20858408835394485,0.16531234128999492
0.24924530312178145,0.21223369916074886,0.21126248264003702,0.16734382935500253
0.25180239372092195,0.2132020658489348,0.21397394352225382,0.1706449974606399
0.25453706005611393,0.21497740477727567,0.21638780503934926,0.1724225495175216
0.25837269595482476,0.2170755326016785,0.2193637986905628,0.17572371762315897
0.2602905139041801,0.21836668818592642,0.22167846041928443,0.17750126968004062
0.26362893774194696,0.22159457714654615,0.22445605449375042,0.17953275774504826
0.26590190716340517,0.22417688831504196,0.22677071622247205,0.18156424581005587
0.26916930070675144,0.2264364105874758,0.229713643277561,0.18308786185881157
0.271726391305892,0.22837314396384764,0.23130083989154157,0.18410360589131539
0.2749582697020279,0.2317624273724984,0.23473976588849943,0.18638902996444895
0.27758639059558904,0.23321497740477728,0.23712056080947028,0.18791264601320468
0.28088929928614553,0.23515171078114913,0.23973282190331327,0.19070594210259015
0.28376602621017866,0.23724983860555196,0.2428080153429006,0.19324530218384967
0.2867492985758426,0.23918657198192383,0.24561867601349116,0.19578466226510918
0.2888446922612494,0.24144609425435765,0.24813173731896038,0.196800406297613
0.29172141918528255,0.2446739832149774,0.2512069307585477,0.19857795835449465
0.29353269169300705,0.2461265332472563,0.25358772567951854,0.19959370238699847
0.2969066306779842,0.24822466107165914,0.2569274518881026,0.20137125444388015
0.29957026671875553,0.24983860555196902,0.25957277957807023,0.20289487049263585
0.3020918421706858,0.25209812782440283,0.2618543747106673,0.20441848654139158
0.30397414497283093,0.25322788896061976,0.2644005026122611,0.20594210259014728
0.30741911425222856,0.25564880568108456,0.2674756960518484,0.20822752666328084
0.30969208367368684,0.2582311168495804,0.2696911579921963,0.21127475876079227
0.31221365912561705,0.26016785022595224,0.2720719529131671,0.21508379888268156
0.3143090528110239,0.262750161394448,0.27451888102638716,0.21762315896394108
0.31683062826295416,0.2643641058747579,0.27686660935123336,0.2196546470289487
0.3193522037148844,0.2659780503550678,0.2787183387342107,0.22219400711020823
0.32311680931917464,0.2683989670755326,0.2819919317505456,0.22397155916708988
0.3251766878573712,0.2701743060038735,0.2838767277296475,0.22574911122397157
0.3284795965479277,0.2740477727566172,0.2867535215924873,0.22854240731335704
0.33053947508612425,0.27663008392511296,0.288406851398717,0.22981208735398678
0.33256383847711046,0.2800193673337637,0.2907545797235633,0.2308278313864906
0.3347302624569379,0.2814719173660426,0.292573242510416,0.23311325545962416
0.3371808076144476,0.28357004519044543,0.2950532372197606,0.23539867953275775
0.33952480733032636,0.2843770174306004,0.29720256596785927,0.23743016759776536
0.34247256454878006,0.2867979341510652,0.3004430923880696,0.24022346368715083
0.3451006854423412,0.2880890897353131,0.30265855432841743,0.24200101574403252
0.3478353517775331,0.29002582311168495,0.3055684147873818,0.24454037582529203
0.3502503817878325,0.2921239509360878,0.30758547715098206,0.24606399187404773
0.353553290478389,0.29389928986442865,0.3102638714370743,0.24860335195530725
