NHB (insured),NHB (uninsured),NHW (insured),NHW (uninsured)
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.002343999715878822,0.0009683666881859264,0.0018847959791019112,0.0022854240731335703
0.0038356358987108002,0.0020981278244028407,0.0033066596124594933,0.002793296089385475
0.006854423411585041,0.004680438992898645,0.006084253686925468,0.003809040121889284
0.008914301949781581,0.005971594577146546,0.007274651147410886,0.004824784154393093
0.011933089462655823,0.007746933505487412,0.010713577144368758,0.006094464195022855
0.013460240792698086,0.009038089089735314,0.011903974604854177,0.006602336211274758
0.016123876833469476,0.011297611362169141,0.014284769525825011,0.008633824276282377
0.01829030081329687,0.013072950290510007,0.016268765293300708,0.010919248349415947
0.021131512590119687,0.01646223369916075,0.019343958732888036,0.01244286439817166
0.02265866392016195,0.017753389283408652,0.02003835725150453,0.01345860843067547
0.030720602336896687,0.023240800516462233,0.026155677534554594,0.019807008633824275
0.0333132080832475,0.025661717236927048,0.0280735401097811,0.021838496698831894
0.036047874418439464,0.027437056165267915,0.030454335030751935,0.024123920771965464
0.037965692367794866,0.02985797288573273,0.03270286356722439,0.026663280853224988
0.041872358560926234,0.03276307295029051,0.036439388929303616,0.029456576942610464
0.04418084312959477,0.0342156229825694,0.03756365319753985,0.031234128999492128
0.047199630642469015,0.03760490639122014,0.04037431386813042,0.034281361097003554
0.04950811521113755,0.040025823111684955,0.04215991005885854,0.034789233113255456
0.05288205419611464,0.04244673983214978,0.04536736988294425,0.038598273235144746
0.055368114500834606,0.04438347320852163,0.047814297996164275,0.04037582529202641
0.058386902013708844,0.04793415106520336,0.05115402420474836,0.04240731335703403
0.06037575025748482,0.04922530664945126,0.052245221876859996,0.043423057389537834
0.06573853748623788,0.05309877340219497,0.05733747768004761,0.047232097511427124
0.06886387044074298,0.05616526791478373,0.06011507175451359,0.04875571356018284
0.07248641545619207,0.05842479018721756,0.06342173136697309,0.05104113763331641
0.07522108179138402,0.06132989025177534,0.06550492692282256,0.053326561706449976
0.07934083886777711,0.065848934796643,0.06930758547715098,0.055611985779583546
0.08193344461412792,0.06875403486120077,0.07132464784075128,0.05764347384459116
0.0872607166956707,0.0724661071659135,0.075755571721447,0.05865921787709497
0.09006641332528323,0.07440284054228534,0.07800410025791946,0.06069070594210259
0.09411514010725575,0.07924467398321498,0.08081476092851002,0.06348400203148806
0.09720495791455055,0.08118140735958683,0.08306328946498248,0.06653123412899949
0.10157332102141563,0.08473208521626856,0.08633688248131738,0.06983240223463687
0.10402386617892531,0.08763718528082634,0.08802327888367172,0.07160995429151853
0.10871186561068295,0.09151065203357005,0.09238806957211824,0.07592686642965972
0.11233441062613204,0.0947385409941898,0.09490113087758746,0.0787201625190452
0.11574386475831942,0.0973208521626856,0.09771179154817804,0.08049771457592686
0.11815889476861882,0.09893479664299548,0.10035711923814562,0.08329101066531235
0.12320204567247932,0.10167850225952227,0.10425897758084783,0.08608430675469782
0.1256881059771993,0.10409941897998709,0.10614377355994974,0.08811579481970544
0.12913307525659695,0.10684312459651388,0.10954963296078302,0.09116302691721687
0.13133501438363462,0.1092640413169787,0.11176509490113087,0.09319451498222447
0.13517065028234543,0.11200774693350549,0.1149064215329674,0.09598781107160996
0.13801186205916824,0.11426726920593931,0.11755174922293499,0.09827323514474352
0.14269986149092587,0.11830213040671402,0.12125520798888963,0.09979685119349924
0.14497283091238414,0.12007746933505488,0.12307387077574235,0.10081259522600304
0.1484178001917818,0.12314396384764364,0.12694266252231995,0.10487557135601829
0.15047767872997833,0.12491930277598451,0.12968719000066134,0.10716099542915185
0.15356749653727314,0.12782440284054228,0.133225315785993,0.10868461147790756
0.15623113257804452,0.12959974176888314,0.13544077772634086,0.11020822752666327
0.16020882906559647,0.1329890251775339,0.13851597116592818,0.11147790756729305
0.16191355613169017,0.1354099418979987,0.14010316777990875,0.1127475876079228
0.16489682849735413,0.1381536475145255,0.14337676079624365,0.11528694768918232
0.1678090705685975,0.13992898644286636,0.14579062231333906,0.11655662772981208
0.1709699186703129,0.14267269205939315,0.148733549368428,0.1185881157948197
0.17395319103597684,0.14525500322788895,0.15108127769327426,0.12138141188420518
0.17722058457932308,0.14670755326016785,0.15425567092123538,0.12493651599796851
0.17903185708704764,0.1473531310522918,0.1559420673235897,0.12569832402234637
0.1831516141634407,0.15090380890897354,0.1592817935321738,0.1292534281361097
0.1862769471179458,0.1538089089735313,0.16202632101051517,0.13103098019299136
0.18926021948360977,0.15606843124596514,0.16480391508498116,0.13306246825799897
0.19188834037717087,0.15816655907036797,0.16715164340982738,0.1350939563230066
0.19586603686472281,0.1620400258231117,0.17085510217578204,0.13864906043676994
0.19796143055012963,0.16381536475145256,0.17333509688512663,0.13941086846114778
0.20179706644884043,0.16639767591994836,0.1768070894782091,0.14220416455053325
0.20446070248961182,0.16897998708844417,0.1789233516301832,0.14372778059928898
0.20779912632737862,0.17059393156875405,0.18156867932015078,0.1462671406805485
0.21010761089604715,0.17204648160103292,0.18322200912638054,0.14855256475368206
0.21344603473381396,0.1751129761136217,0.18689240129621057,0.14956830878618588
0.2160741556273751,0.1773724983860555,0.18874413067918788,0.15134586084306756
0.21944809461235218,0.1801162040025823,0.191918523907149,0.15286947689182326
0.22257342756685727,0.1815687540348612,0.19476225117386417,0.15490096495683087
0.22527257875483894,0.18318269851517108,0.19767211163282852,0.15718638902996446
0.22754554817629719,0.184473854099419,0.20001983995767475,0.1589639410868461
0.23077742657243314,0.18737895416397676,0.20319423318563587,0.16150330116810563
0.23301488084668112,0.19012265978050355,0.20517822895311158,0.16404266124936517
0.23677948645097133,0.19254357650096837,0.20858408835394485,0.16531234128999492
0.2390524558724296,0.19448030987734022,0.21126248264003702,0.16734382935500253
0.24175160706041127,0.19561007101355712,0.21397394352225382,0.1706449974606399
0.24473487942607522,0.197546804389929,0.21638780503934926,0.1724225495175216
0.24846396988315517,0.19932214331826986,0.2193637986905628,0.17572371762315897
0.25016869694924887,0.20093608779857972,0.22167846041928443,0.17750126968004062
0.2533295450509642,0.20319561007101355,0.22445605449375042,0.17953275774504826
0.25546045388358135,0.20561652679147838,0.22677071622247205,0.18156424581005587
0.2585857868380864,0.20819883795997418,0.229713643277561,0.18308786185881157
0.2611073622900167,0.20997417688831505,0.23130083989154157,0.18410360589131539
0.26441027098057324,0.2130406714009038,0.23473976588849943,0.18638902996444895
0.26696736157971374,0.21417043253712073,0.23712056080947028,0.18791264601320468
0.2701992399758497,0.21626856036152356,0.23973282190331327,0.19070594210259015
0.2728273608694108,0.2182052937378954,0.2428080153429006,0.19324530218384967
0.2757751180878645,0.22014202711426728,0.24561867601349116,0.19578466226510918
0.2776929360372199,0.22207876049063913,0.24813173731896038,0.196800406297613
0.28056966296125296,0.22466107165913493,0.2512069307585477,0.19857795835449465
0.28252299605781866,0.22595222724338282,0.25358772567951854,0.19959370238699847
0.2857903896011649,0.22821174951581666,0.2569274518881026,0.20137125444388015
0.28831196505309514,0.22982569399612654,0.25957277957807023,0.20289487049263585
0.29101111624107684,0.23224661071659136,0.2618543747106673,0.20441848654139158
0.2929289341904322,0.23337637185280827,0.2644005026122611,0.20594210259014728
0.29619632773377846,0.2357972885732731,0.2674756960518484,0.20822752666328084
0.2986823880384984,0.2383795997417689,0.2696911579921963,0.21127475876079227
0.3013460240792698,0.24015493867010976,0.2720719529131671,0.21508379888268156
0.30369002379514864,0.24241446094254357,0.27451888102638716,0.21762315896394108
0.3059274780693966,0.24435119431891542,0.27686660935123336,0.2196546470289487
0.308342508079696,0.24564234990316333,0.2787183387342107,0.22219400711020823
0.3119650530951451,0.24757908327953518,0.2819919317505456,0.22397155916708988
0.31395390133892104,0.24903163331181408,0.2838767277296475,0.22574911122397157
0.3172568100294776,0.2525823111684958,0.2867535215924873,0.22854240731335704
0.3193522037148844,0.2550032278889606,0.288406851398717,0.22981208735398678
0.3214475974002912,0.25839251129761137,0.2907545797235633,0.2308278313864906
0.3234719607912775,0.26000645577792125,0.292573242510416,0.23311325545962416
0.32585147565436656,0.2619431891542931,0.2950532372197606,0.23539867953275775
0.32812444507582483,0.262750161394448,0.29720256596785927,0.23743016759776536
0.33103668714706824,0.2648482892188509,0.3004430923880696,0.24022346368715083
0.33355826259899846,0.26630083925112974,0.30265855432841743,0.24200101574403252
0.3361863834925596,0.2683989670755326,0.3055684147873818,0.24454037582529203
0.33845935291401785,0.27049709489993545,0.30758547715098206,0.24606399187404773
0.3416912313101538,0.2725952227243383,0.3102638714370743,0.24860335195530725
