Insured,Uninsured
0.0,0.0
0.0,0.0
0.006550550957192911,0.004239683436970039
0.010739856801909307,0.008290936498963633
0.019803991265932058,0.01545129074806859
0.025338952927436143,0.019973619747503297
0.034758543644949985,0.025720746184284906
0.03953181333468745,0.02948935368381383
0.04811354288325801,0.035990201620501226
0.053267658558878786,0.040889391369888825
0.06131620372721271,0.048049745618993785
0.06423602295231809,0.05106463161861692
0.07327476768394861,0.05897870736762766
0.07748946326105723,0.06387789711701526
0.08292286599299244,0.0684944413039382
0.08789925354186767,0.07282833992839646
0.09655715228761488,0.0782928208027134
0.0995277509775047,0.08093084605238364
0.10559589701924542,0.08677218767665347
0.1088965622302341,0.0905407951761824
0.11676737927182247,0.09638213680045224
0.12171837708830549,0.09930280761258715
0.12664398517239628,0.10382513661202186
0.12915756867922612,0.10504993404936876
0.1368760473264612,0.11117392123610326
0.1412176915655309,0.11550781986056152
0.14510232062154066,0.119087996985114
0.14852993449449042,0.12097230073487847
0.15449652160666227,0.1260599208592425
0.156883156451531,0.1280384397964952
0.1634337074087239,0.13161861692104768
0.1662519677042604,0.13435085735820615
0.17041588381658457,0.13849632560768796
0.17422434367541767,0.14122856604484643
0.17788046513989741,0.143583945732052
0.1810287919565328,0.14622197098172227
0.18773168130807902,0.15159223666855098
0.19075305946275325,0.15441869229319766
0.1939013862793886,0.1565856416054268
0.1966180876453562,0.1586583757301677
0.20179759305336922,0.1630864895421142
0.2042603970954146,0.1651592236668551
0.2084243132077388,0.16864518560391936
0.21035393286954757,0.17118899566610138
0.21444167978469508,0.17363859054079517
0.21761539633372265,0.17571132466553607
0.2217539227136546,0.1781609195402299
0.22332808612197227,0.17900885622762389
0.22802518661453308,0.18249481816468816
0.23069110851571625,0.18494441303938194
0.2338394353323516,0.18729979272658753
0.2365561366983192,0.18937252685132844
0.2403899862895445,0.19153947616355757
0.2417610318387244,0.19285848878839268
0.24516325597928199,0.1957791596005276
0.24785456761285737,0.19794610891275674
0.2509267252323161,0.20077256453740344
0.25356725740110697,0.20378745053702657
0.2557253846544457,0.20482381759939702
0.25717259940080234,0.20661390616167327
0.2620728177525009,0.2100998680987375
0.2649926369776063,0.212832108535896
0.2668206977098461,0.21415112116073112
0.2689534352307927,0.21594120972300734
0.27238104910374245,0.2182023742227247
0.27464073528665006,0.21970981722253627
0.27768750317371654,0.22168833615978895
0.2797440714974864,0.22385528547201808
