N,E,S1,S2,D
0.31483,0.2007,0.17761,0.09111,0.21575
0.31461,0.20062,0.17681,0.09094,0.21702
0.31364,0.20053,0.17607,0.09103,0.21873
0.31349,0.20069,0.1752,0.09057,0.22005
0.31253,0.20037,0.17502,0.09074,0.22134
0.312,0.20073,0.17435,0.09008,0.22284
0.31158,0.20048,0.17395,0.08988,0.22411
0.31091,0.20064,0.17346,0.08972,0.22527
0.31037,0.20046,0.17338,0.08941,0.22638
0.3097,0.20067,0.17258,0.08924,0.22781
0.30905,0.20006,0.17244,0.08927,0.22918
0.30901,0.19979,0.17182,0.08883,0.23055
0.30844,0.19957,0.17126,0.08879,0.23194
0.30772,0.20016,0.1701,0.08865,0.23337
0.30707,0.2001,0.16973,0.08846,0.23464
0.30647,0.20012,0.16929,0.08806,0.23606
0.30576,0.19991,0.1687,0.08821,0.23742
0.30534,0.19983,0.1684,0.0877,0.23873
0.30475,0.19965,0.16789,0.08754,0.24017
0.30406,0.1999,0.16726,0.08731,0.24147
0.30356,0.19935,0.16691,0.08727,0.24291
0.30298,0.19928,0.16676,0.08679,0.24419
0.30236,0.19907,0.1662,0.08674,0.24563
0.30206,0.1992,0.1654,0.08615,0.24719
0.30167,0.19927,0.16468,0.08573,0.24865
0.30132,0.19944,0.16398,0.08527,0.24999
0.30062,0.19955,0.16346,0.08502,0.25135
0.30046,0.19992,0.1625,0.08449,0.25263
0.29981,0.19988,0.16223,0.08395,0.25413
0.29957,0.19973,0.16183,0.08348,0.25539
0.29909,0.19968,0.16129,0.0832,0.25674
0.29836,0.19965,0.16077,0.08314,0.25808
0.2979,0.19919,0.16058,0.08278,0.25955
0.29753,0.19907,0.15995,0.08251,0.26094
0.2971,0.19907,0.15926,0.08236,0.26221
0.29635,0.19908,0.15859,0.08227,0.26371
0.29601,0.19898,0.15757,0.08223,0.26521
0.29539,0.19892,0.15691,0.0822,0.26658
0.29488,0.1989,0.15603,0.08237,0.26782
0.2945,0.19871,0.15507,0.08212,0.2696
0.29412,0.19796,0.15452,0.08221,0.27119
0.2943,0.19778,0.15321,0.08223,0.27248
0.29389,0.19728,0.15264,0.08218,0.27401
0.29363,0.19689,0.15204,0.08197,0.27547
0.29288,0.19659,0.15163,0.082,0.2769
0.2924,0.1966,0.15096,0.08188,0.27816
0.29139,0.19593,0.15093,0.08193,0.27982
0.29102,0.19598,0.15035,0.08137,0.28128
0.29028,0.19581,0.14996,0.08108,0.28287
0.28978,0.19557,0.14932,0.08087,0.28446
0.28885,0.19542,0.149,0.08092,0.28581
0.28832,0.19532,0.1484,0.08058,0.28738
0.28766,0.19492,0.14809,0.08032,0.28901
0.28729,0.19466,0.14727,0.08015,0.29063
0.28651,0.19424,0.14718,0.07982,0.29225
0.28625,0.19425,0.14621,0.07936,0.29393
0.28543,0.19427,0.14568,0.07916,0.29546
0.28489,0.19389,0.14526,0.07868,0.29728
0.28405,0.19382,0.14469,0.07867,0.29877
0.28398,0.19325,0.14389,0.07853,0.30035
0.2831,0.19294,0.14342,0.0786,0.30194
0.28253,0.19227,0.14302,0.07848,0.3037
0.2815,0.19196,0.14242,0.07848,0.30564
0.28061,0.19222,0.14164,0.07818,0.30735
0.2801,0.19135,0.14156,0.07804,0.30895
0.27956,0.19099,0.14105,0.07785,0.31055
0.27882,0.19052,0.14079,0.07769,0.31218
0.27813,0.19045,0.14018,0.07748,0.31376
0.27735,0.19012,0.14008,0.07692,0.31553
0.27703,0.19018,0.1389,0.07681,0.31708
0.27604,0.18948,0.13897,0.07699,0.31852
0.27572,0.18925,0.13827,0.07638,0.32038
0.27523,0.18889,0.1378,0.07602,0.32206
0.27482,0.18863,0.13741,0.07542,0.32372
0.27424,0.18814,0.13708,0.07498,0.32556
0.27349,0.188,0.13663,0.07431,0.32757
0.27284,0.1877,0.1362,0.07404,0.32922
0.27234,0.18746,0.13574,0.07361,0.33085
0.27188,0.18741,0.13469,0.07325,0.33277
0.27174,0.18726,0.13399,0.07263,0.33438
0.27101,0.18694,0.13364,0.07245,0.33596
0.27008,0.18693,0.13312,0.07208,0.33779
0.26944,0.18678,0.13249,0.07189,0.3394
0.26907,0.18656,0.1314,0.07166,0.34131
0.26843,0.1862,0.13106,0.07135,0.34296
0.26795,0.18566,0.13076,0.07091,0.34472
0.26751,0.18498,0.1305,0.07043,0.34658
0.26698,0.18484,0.12986,0.06994,0.34838
0.26638,0.18431,0.1294,0.06973,0.35018
0.26587,0.18375,0.12863,0.06982,0.35193
0.26537,0.18302,0.12858,0.06963,0.3534
0.2647,0.18269,0.12797,0.06953,0.35511
0.26398,0.18235,0.12744,0.06944,0.35679
0.26367,0.18178,0.12737,0.0688,0.35838
0.26257,0.18139,0.12725,0.06864,0.36015
0.26205,0.18105,0.12671,0.06827,0.36192
0.26135,0.18032,0.12647,0.06826,0.3636
0.26144,0.1792,0.12587,0.06799,0.3655
0.26072,0.17847,0.12563,0.06789,0.36729
0.26011,0.178,0.12517,0.06762,0.3691
0.25946,0.17764,0.12456,0.06736,0.37098
0.25895,0.17745,0.12385,0.06693,0.37282
0.25811,0.17704,0.12353,0.06676,0.37456
0.2577,0.17658,0.12267,0.0668,0.37625
0.25683,0.17577,0.12241,0.0666,0.37839
0.25617,0.17546,0.12185,0.06634,0.38018
0.25545,0.17454,0.12172,0.06627,0.38202
0.25467,0.17409,0.12128,0.06581,0.38415
0.25383,0.17359,0.12054,0.06584,0.3862
0.25328,0.1731,0.12003,0.06541,0.38818
0.25291,0.17225,0.11944,0.06523,0.39017
0.25224,0.17151,0.11944,0.06493,0.39188
0.25166,0.17079,0.11919,0.06465,0.39371
0.25103,0.1706,0.11856,0.06421,0.3956
0.25032,0.16966,0.11813,0.06428,0.39761
0.24948,0.16904,0.11786,0.06404,0.39958
0.24854,0.16886,0.11753,0.06363,0.40144
0.24809,0.16827,0.11689,0.06318,0.40357
0.24737,0.1677,0.11627,0.06298,0.40568
0.24678,0.16714,0.11547,0.06261,0.408
0.24617,0.16636,0.11538,0.06213,0.40996
0.24595,0.16599,0.11454,0.06168,0.41184
0.24507,0.16527,0.11408,0.06154,0.41404
0.24493,0.16462,0.11343,0.06095,0.41607
0.24414,0.164,0.11301,0.06072,0.41813
0.24384,0.16366,0.11194,0.0603,0.42026
0.24338,0.16277,0.11166,0.06002,0.42217
0.2429,0.16209,0.11096,0.0596,0.42445
0.24244,0.16121,0.11059,0.05926,0.4265
0.24215,0.16086,0.10953,0.05897,0.42849
0.24146,0.16025,0.10904,0.05863,0.43062
0.24098,0.15961,0.10814,0.05834,0.43293
0.24028,0.159,0.10755,0.05831,0.43486
0.23938,0.15857,0.10651,0.05821,0.43733
0.23888,0.15782,0.10562,0.05812,0.43956
0.2386,0.15701,0.1049,0.05779,0.4417
0.23798,0.15621,0.10423,0.05776,0.44382
0.23749,0.15585,0.10339,0.05745,0.44582
0.23678,0.15506,0.1031,0.05746,0.4476
0.23634,0.15444,0.10222,0.05739,0.44961
0.23555,0.15371,0.10182,0.05726,0.45166
0.23496,0.15303,0.10126,0.05693,0.45382
0.23408,0.15255,0.10083,0.05664,0.4559
0.23353,0.15204,0.10025,0.05614,0.45804
0.23255,0.15141,0.09976,0.05602,0.46026
0.23192,0.15077,0.09911,0.05564,0.46256
0.23126,0.14979,0.09886,0.05536,0.46473
