N,E,S1,S2,D
0.22176,0.13428,0.08624,0.04989,0.50783
0.22096,0.13401,0.08561,0.04947,0.50995
0.22041,0.13343,0.08517,0.04871,0.51228
0.21958,0.13266,0.0846,0.04851,0.51465
0.21928,0.13221,0.08398,0.04784,0.51669
0.21871,0.13181,0.08333,0.04733,0.51882
0.2179,0.13125,0.08278,0.0469,0.52117
0.21705,0.13097,0.08209,0.04646,0.52343
0.21616,0.13039,0.0816,0.04619,0.52566
0.21564,0.12965,0.08116,0.04589,0.52766
0.21485,0.12885,0.0808,0.0456,0.5299
0.21407,0.12799,0.08061,0.04535,0.53198
0.21353,0.12724,0.0802,0.04502,0.53401
0.21289,0.12631,0.07978,0.04467,0.53635
0.21214,0.12561,0.07898,0.04465,0.53862
0.21146,0.12491,0.07852,0.04438,0.54073
0.21068,0.12429,0.07789,0.04419,0.54295
0.20984,0.12355,0.07743,0.04398,0.5452
0.20916,0.12314,0.07647,0.04389,0.54734
0.20826,0.12217,0.07631,0.04355,0.54971
0.20736,0.12141,0.07584,0.04331,0.55208
0.20677,0.12057,0.07535,0.0431,0.55421
0.20614,0.11983,0.07465,0.04297,0.55641
0.20514,0.11907,0.07417,0.04294,0.55868
0.20447,0.11839,0.07339,0.04289,0.56086
0.20375,0.11746,0.07296,0.04255,0.56328
0.20297,0.11698,0.07223,0.04228,0.56554
0.20208,0.11666,0.07147,0.04197,0.56782
0.20115,0.11597,0.07091,0.04183,0.57014
0.20006,0.11535,0.07047,0.0416,0.57252
0.19927,0.11474,0.07021,0.04117,0.57461
0.19831,0.11426,0.06953,0.04098,0.57692
0.1974,0.11378,0.06887,0.0407,0.57925
0.19646,0.11285,0.06849,0.04066,0.58154
0.19558,0.11247,0.068,0.04036,0.58359
0.19442,0.11149,0.0678,0.04041,0.58588
0.19384,0.11076,0.0673,0.04009,0.58801
0.19239,0.10993,0.06696,0.03986,0.59086
0.19178,0.10871,0.06693,0.03937,0.59321
0.19078,0.10829,0.06631,0.03909,0.59553
0.18989,0.10764,0.06588,0.0387,0.59789
0.18891,0.1069,0.0654,0.03856,0.60023
0.18771,0.10625,0.06507,0.03826,0.60271
0.18642,0.10552,0.06479,0.03808,0.60519
0.18554,0.1051,0.06393,0.03785,0.60758
0.1848,0.10418,0.06374,0.03744,0.60984
0.18399,0.10375,0.06319,0.03707,0.612
0.18281,0.10306,0.06307,0.03687,0.61419
0.18223,0.10288,0.06217,0.03637,0.61635
0.18163,0.10216,0.06153,0.03596,0.61872
0.18104,0.10139,0.06093,0.03556,0.62108
0.18023,0.10045,0.06042,0.03541,0.62349
0.17931,0.0997,0.05997,0.03507,0.62595
0.17835,0.09906,0.05933,0.0348,0.62846
0.1779,0.0984,0.05868,0.03435,0.63067
0.1768,0.09793,0.05823,0.03409,0.63295
0.17634,0.09749,0.05755,0.03374,0.63488
0.17535,0.09683,0.05698,0.03337,0.63747
0.17476,0.09628,0.05628,0.033,0.63968
0.17399,0.09557,0.05585,0.03268,0.64191
0.17341,0.09489,0.05535,0.0323,0.64405
0.1722,0.09419,0.05494,0.03216,0.64651
0.17134,0.09384,0.05408,0.03206,0.64868
0.17025,0.09296,0.05367,0.03183,0.65129
0.16933,0.09262,0.05296,0.03134,0.65375
0.16811,0.092,0.05248,0.03128,0.65613
0.16736,0.09114,0.05183,0.03121,0.65846
0.16636,0.09051,0.05117,0.03113,0.66083
0.16526,0.08988,0.05062,0.031,0.66324
0.16421,0.08905,0.05035,0.03078,0.66561
0.16324,0.08821,0.05007,0.03047,0.66801
0.16227,0.08737,0.04961,0.03029,0.67046
0.16128,0.08649,0.04924,0.02998,0.67301
0.16053,0.08564,0.04906,0.02984,0.67493
0.15961,0.08496,0.0487,0.02933,0.6774
0.15857,0.08429,0.04818,0.02893,0.68003
0.15744,0.0837,0.04772,0.02863,0.68251
