OHS,IHS,DT,DUT
0.20929,0.79071,0.0,0.0
0.20887145986934905,0.7911285401306509,0.0,0.0
0.2083466773418735,0.7861689351481185,0.005484387510008007,0.0
0.20794825324668822,0.7826295921739044,0.009392115829419952,3.0038749987483853e-05
0.2075500045071664,0.7752025720896225,0.01716729600064102,8.012740257008644e-05
0.20699606208479043,0.7717111393901742,0.021102415855870298,0.0001903826691650217
0.20659616059345395,0.7639115833792792,0.029171470101749284,0.0003207859255175179
0.20623922024788416,0.7605992539408768,0.03259997593357667,0.0005615498776623481
0.2057882329337413,0.7538546421226865,0.03959472337864273,0.000762401564929528
0.205192016296549,0.7498018122886416,0.04409300271943645,0.0009131686953729441
0.20463808854532678,0.7432687481176589,0.051029013151290034,0.0010641501857243248
0.20419005915495786,0.7413251112293987,0.05301850977713947,0.001466319838503952
0.20366277551184425,0.73383094573145,0.06087882501858512,0.0016274537381205923
0.20306736751123128,0.730821415290606,0.06412124744972311,0.001989969748439683
0.20265256256850106,0.7266291942765785,0.068496043277594,0.0022221998773265224
0.20220277610138804,0.7225005029169181,0.0728123114061557,0.002484409575538121
0.201692425340095,0.7160709973436368,0.07941922241004588,0.0028173549062223296
0.20124817554985153,0.7141074034928784,0.08138305903669033,0.0032613619205797977
0.2007895425889746,0.7089870893673589,0.08662812946887148,0.0035952385747950615
0.20030023373901829,0.7067381316998469,0.08892157652937857,0.004040058031756267
0.19993548842319595,0.7004142852822886,0.09538641426512243,0.004263812029393087
0.19933849628912553,0.6969889480477574,0.09908438205872862,0.004588173604388512
0.19878351388972948,0.6930944743690614,0.10311888478686276,0.0050031269543464665
0.19830682918953826,0.6918590571520826,0.10443574426864707,0.0053983693897319985
0.19779931354734503,0.6853926912982031,0.11123561477892187,0.005572380375529982
0.1973419779642702,0.6819361549570293,0.11449086557396916,0.00623100150473132
0.19687203216876478,0.6789286508112914,0.117490755521429,0.0067085614985148215
0.19647044554055146,0.676558583326595,0.119703646801973,0.007267324330880569
0.19599793728955803,0.6720694850301823,0.12422774749997473,0.007704830180284937
0.1956119321457834,0.6704296017560364,0.12579532465430562,0.00816314144387461
0.19516292248532685,0.6652499494029549,0.13104634689334144,0.008540781218376847
0.1947256529661875,0.6630795707633124,0.13307349665924276,0.00912127961125734
0.19433809379114758,0.6596576521827205,0.13637192342752963,0.009632330598602249
0.19389647101735616,0.6566663627060599,0.13906197756770722,0.010375188708876663
0.19349117223765025,0.6538523908945331,0.14189285062736912,0.01076358624044757
0.19303457365913007,0.6517590996654162,0.14389131096015412,0.011315015715299604
0.1926607365634477,0.6461107786556854,0.14967594048259003,0.011552544298276754
0.19219100382535287,0.6439986606191592,0.15130944770833968,0.012500887847148236
0.19167834013439713,0.6418275575045171,0.15320665083135393,0.013287451529731814
0.19128907122692285,0.6397830899526779,0.15513739667323354,0.01379044214716575
0.190871411446799,0.6352729636928828,0.15969442694894248,0.014161197911375689
0.1904340844182903,0.6334929007734448,0.16122409569980994,0.014848919108455042
0.189984239158066,0.6300676190960395,0.16464487264222888,0.015303269103665668
0.18964114248514932,0.6284075189193588,0.16597160061843924,0.015979737977052648
0.18917406171130832,0.6254274200113978,0.16866807783114873,0.01673044044614508
0.1887370693166083,0.6228211289402948,0.17121446607477397,0.01722733566832288
0.18830732243999837,0.6200440079866346,0.17391304347826086,0.01773562609510615
0.18795414012738854,0.6191490445859873,0.1743184713375796,0.018578343949044587
0.18758984920626828,0.6148081687584751,0.17883178189455654,0.018770200140700032
0.18706907102933376,0.6127350985271919,0.18063318510056708,0.019562645342907265
0.18657386618769645,0.6102175776625709,0.18315508021390375,0.020053475935828877
0.1861735251181641,0.6081852241289546,0.18501995773655788,0.02062129301632349
0.18555511300387062,0.6056660232646016,0.18742404281176916,0.02135482091975857
0.18519048251483913,0.6047730453704934,0.188071473085214,0.021964999029453532
0.18484337472533088,0.601747662118657,0.1910368439879401,0.02237211916807195
0.18441152111898407,0.5997055305051993,0.19302066398781223,0.02286228438800446
0.1840089191649534,0.5970419466691215,0.1956079249644563,0.023341209201468798
0.18352163412337796,0.5948667567235663,0.1977362970240288,0.023875312129026976
0.1832031369979421,0.593162900699272,0.19919527402659895,0.02443868827618687
0.1828498852835136,0.5923262864634546,0.1995145034414946,0.0253093248115372
0.1824152629206115,0.5883232919381942,0.20376859707365055,0.02549284806754375
0.18207538466269618,0.5859276495853536,0.2060213422447285,0.025975623507221716
0.1816205128205128,0.5846051282051282,0.20737435897435896,0.0264
0.18109064792489613,0.5831016262247987,0.2088852408556918,0.02692248499461345
0.18062099050551705,0.5801283038234539,0.21213240954580445,0.027118296125224532
0.1800977553241739,0.578645801244532,0.21361386646951308,0.027642576961780956
0.1796852529070962,0.5760056703784361,0.21614208817849365,0.028166988535974033
0.17929482370592648,0.5745820016647998,0.2170713911354551,0.02905178349381866
0.1788255130155858,0.5725110005346055,0.21915737961097176,0.02950610683883703
0.1783734301554159,0.5711200024685517,0.22010223918208655,0.030404328193945878
0.17791246899986624,0.5689515008695473,0.2225629521388806,0.030573077991705857
0.17754738543586365,0.5677912878748881,0.22340392673660803,0.031257399952640305
0.1772327912078857,0.5643598010032239,0.22697168518957225,0.031435722599318136
0.17677673344875916,0.5626082117239674,0.22851224338362602,0.032102811443647454
0.17634566017505696,0.5612957101766034,0.22958442013670527,0.03277420951163438
0.1758681504553471,0.5600099010922143,0.2306335667653338,0.03348838168710486
0.17551462621885158,0.5574059743073828,0.2333178558530671,0.03376154362069855
0.17499019344715816,0.5564134855585606,0.23424241798625017,0.03435390300803105
0.1744985850907814,0.554200318096379,0.23667196827298453,0.034629128539854996
0.17412554895375873,0.5529320588995091,0.23752002066649444,0.03542237148023766
0.173755272516748,0.5506781903895459,0.23958936398974442,0.035977173103961625
0.17332892055973276,0.5487180547942372,0.24152695756497636,0.03642606708105369
0.17294618003456233,0.5469230212030589,0.24319877479640303,0.036932023965975766
0.172489128183889,0.5464278318492441,0.24324911990060055,0.037833920066266305
0.1720994789886372,0.5433226645121862,0.2466051396786924,0.037972716820484136
0.17169414422349563,0.5417344538511756,0.2477954053241868,0.038775996601141935
0.17128194494842156,0.5400031102586699,0.24941164273495411,0.03930330205795449
0.17089185320415742,0.5389083666991681,0.2501918967699106,0.040007883326763895
0.17044086512516085,0.5366038440782099,0.2525530325044626,0.04040225829216655
0.170004672169444,0.5353890878886985,0.2531692882728547,0.04143695166900275
0.16957321063182276,0.53320107606178,0.2558139534883721,0.04141175981802507
0.1692350856774703,0.5312522731287604,0.2571986740515208,0.0423139671422485
