N,E,S1,S2,D
0.3546,0.20821,0.19245,0.0784,0.16634
0.35319,0.20858,0.19233,0.07847,0.16743
0.3529,0.20978,0.19033,0.07854,0.16845
0.35244,0.20944,0.1896,0.07888,0.16964
0.35298,0.21044,0.18744,0.07859,0.17055
0.35269,0.20992,0.188,0.07796,0.17143
0.35281,0.20973,0.18753,0.07752,0.17241
0.35273,0.20752,0.18896,0.07743,0.17336
0.35215,0.20843,0.18751,0.07735,0.17456
0.35164,0.20672,0.18862,0.07726,0.17576
0.35123,0.20697,0.18819,0.07673,0.17688
0.34822,0.20928,0.18773,0.07648,0.17829
0.34861,0.20966,0.18509,0.07701,0.17963
0.34827,0.20942,0.18468,0.07695,0.18068
0.3478,0.20976,0.18433,0.0764,0.18171
0.34783,0.20999,0.183,0.07629,0.18289
0.34773,0.21093,0.18158,0.0759,0.18386
0.3458,0.21349,0.17993,0.07582,0.18496
0.34455,0.21437,0.17952,0.07536,0.1862
0.34412,0.21391,0.17924,0.07543,0.1873
0.34016,0.21766,0.17836,0.07523,0.18859
0.3398,0.21615,0.17916,0.07521,0.18968
0.33981,0.21559,0.17893,0.07485,0.19082
0.33905,0.21357,0.18057,0.07469,0.19212
0.3396,0.21303,0.17982,0.07423,0.19332
0.33749,0.21479,0.17911,0.07424,0.19437
0.33796,0.21491,0.17786,0.07379,0.19548
0.33712,0.21498,0.17778,0.07371,0.19641
0.33466,0.217,0.17754,0.0733,0.1975
0.33335,0.21785,0.17713,0.07289,0.19878
0.33109,0.22004,0.17647,0.07265,0.19975
0.33069,0.2197,0.17645,0.07219,0.20097
0.33035,0.21924,0.17612,0.07198,0.20231
0.32867,0.21867,0.17297,0.07616,0.20353
0.3286,0.21866,0.1723,0.07573,0.20471
0.3274,0.21818,0.1715,0.07665,0.20627
0.3279,0.21884,0.16918,0.0766,0.20748
0.3275,0.21692,0.17022,0.07662,0.20874
0.32721,0.21509,0.17109,0.07636,0.21025
0.32629,0.21447,0.17142,0.07637,0.21145
0.32672,0.21475,0.16961,0.07635,0.21257
0.32638,0.21449,0.16982,0.07557,0.21374
0.32519,0.21592,0.16828,0.07542,0.21519
0.32452,0.21549,0.16847,0.07496,0.21656
0.3235,0.21599,0.16784,0.07476,0.21791
0.32339,0.21502,0.16718,0.07507,0.21934
0.32316,0.21513,0.16613,0.07486,0.22072
0.32355,0.21369,0.16563,0.07512,0.22201
0.32308,0.21337,0.1655,0.07464,0.22341
0.32245,0.21285,0.16537,0.07448,0.22485
0.32245,0.2128,0.16446,0.07406,0.22623
0.32183,0.21271,0.16389,0.07394,0.22763
0.32171,0.21279,0.16287,0.0737,0.22893
0.32144,0.21206,0.16258,0.07367,0.23025
0.32171,0.21225,0.1611,0.0735,0.23144
0.32125,0.21195,0.16049,0.07346,0.23285
0.32135,0.21234,0.15919,0.07281,0.23431
0.32145,0.20881,0.16082,0.07317,0.23575
0.32105,0.20895,0.16018,0.07269,0.23713
0.32101,0.20897,0.1581,0.07336,0.23856
0.32103,0.20831,0.15798,0.07283,0.23985
0.32036,0.20782,0.15771,0.07279,0.24132
0.31968,0.20869,0.15681,0.0723,0.24252
