Insured,Uninsured
0.0,
0.0,
0.00726,
0.01248,
0.02326,
0.02756,
0.03918,
0.04302,
0.05342,
0.06032,
0.06902,
0.07216,
0.08418,
0.08862,
0.09418,
0.0999,
0.1098,
0.11296,
0.1218,
0.12472,
0.13266,
0.1388,
0.1449,
0.14638,
0.156,
0.16032,
0.1648,
0.16804,
0.1745,
0.1766,
0.18418,
0.18732,
0.1926,
0.19726,
0.20126,
0.20344,
0.2115,
0.21476,
0.2179,
0.22046,
0.22678,
0.22922,
0.23478,
0.23736,
0.24222,
0.24638,
0.25038,
0.25178,
0.25788,
0.26156,
0.2653,
0.26806,
0.27242,
0.27392,
0.27824,
0.28102,
0.2857,
0.2886,
0.2917,
0.29288,
0.29854,
0.30122,
0.30338,
0.30586,
0.31042,
0.31268,
0.31696,
0.31886,
0.32196,
0.32474,
0.32794,
0.32944,
0.33392,
0.33664,
0.33898,
0.34124,
0.34444,
0.3463,
0.35028,
0.3519,
0.35484,
0.35818,
0.36066,
0.36158,
0.36508,
0.36816,
0.3705,
0.3721,
0.37524,
0.37676,
0.38048,
0.38302,
0.38566,
0.38742,
0.38968,
0.39102,
0.39438,
0.39678,
0.39904,
0.40144,
0.40458,
0.40616,
0.40878,
0.41014,
0.4123,
0.41438,
0.41692,
0.4181,
0.42082,
0.42256,
0.42436,
0.4265,
0.42892,
0.43078,
0.43352,
0.43518,
0.43744,
0.43904,
0.44102,
0.44178,
0.4451,
0.44732,
0.44866,
0.44968,
0.45188,
0.45312,
0.45566,
0.45722,
0.45892,
0.46038,
0.46222,
0.46326,
0.46584,
0.46746,
0.4692,
0.47092,
0.47328,
0.47448,
0.47686,
0.47806,
0.4798,
0.48154,
0.4834,
0.4843,
0.4869,
0.48878,
0.49032,
0.49188,
0.49416,
0.4952,
0.49698,
0.4983,
0.49954,
0.50076,
0.50242,
0.50338,
0.5056,
0.5069,
0.50792,
0.50892,
0.5108,
0.512,
0.5137,
0.5147,
0.51628,
0.51762,
0.51936,
0.52014,
0.52204,
0.52324,
0.5248,
0.52612,
0.52772,
0.52872,
0.53036,
0.53166,
0.53324,
0.53452,
0.53618,
0.53698,
0.53866,
0.53978,
0.5411,
0.54236,
0.54374,
0.54478,
0.54634,
0.54746,
0.54876,
0.54976,
0.55156,
0.55254,
0.55432,
0.55554,
0.55672,
0.55794,
0.55952,
0.56062,
0.56192,
0.563,
0.56442,
0.56564,
0.56712,
0.56792,
0.5697,
0.5708,
0.5718,
0.57258,
0.57424,
0.57504,
0.57672,
0.57772,
0.57878,
0.5797,
0.58078,
0.58154,
0.58286,
0.58416,
0.58562,
0.58638,
0.58796,
0.5888,
0.58986,
0.59072,
0.592,
