N,E,S1,S2,D
0.31776,0.20584,0.1488,0.06944,0.25816
0.31746,0.20572,0.14826,0.06904,0.25952
0.31693,0.20514,0.14785,0.069,0.26108
0.31588,0.20374,0.14909,0.06879,0.2625
0.31546,0.20299,0.1486,0.06891,0.26404
0.31545,0.20295,0.14782,0.06842,0.26536
0.31444,0.20237,0.14766,0.06846,0.26707
0.31413,0.20237,0.14684,0.06807,0.26859
0.313,0.20029,0.14824,0.06836,0.27011
0.31262,0.20004,0.14783,0.06785,0.27166
0.31119,0.20067,0.1466,0.06859,0.27295
0.31216,0.19859,0.1464,0.06831,0.27454
0.31255,0.1978,0.14544,0.06809,0.27612
0.31206,0.19782,0.1445,0.06788,0.27774
0.31135,0.19739,0.14397,0.06788,0.27941
0.31089,0.19704,0.14326,0.06765,0.28116
0.31076,0.19732,0.14158,0.06761,0.28273
0.31057,0.19694,0.1406,0.06737,0.28452
0.30972,0.19629,0.14055,0.06748,0.28596
0.30938,0.19627,0.13965,0.06706,0.28764
0.30876,0.19562,0.13709,0.06929,0.28924
0.30845,0.19519,0.1366,0.06896,0.2908
0.30761,0.19334,0.13745,0.06899,0.29261
0.30893,0.19115,0.13705,0.06855,0.29432
0.30815,0.19059,0.13673,0.06863,0.2959
0.30757,0.19029,0.13424,0.07025,0.29765
0.3069,0.19025,0.13195,0.07157,0.29933
0.30648,0.18956,0.13166,0.07137,0.30093
0.3058,0.18893,0.13154,0.071,0.30273
0.30518,0.1886,0.13325,0.06873,0.30424
0.30465,0.18791,0.13276,0.06892,0.30576
0.30417,0.18802,0.13178,0.06851,0.30752
0.3025,0.18866,0.13142,0.0681,0.30932
0.30292,0.1894,0.12915,0.06745,0.31108
0.3021,0.18906,0.12893,0.06702,0.31289
0.30154,0.18862,0.12844,0.06653,0.31487
0.30094,0.18787,0.12844,0.0663,0.31645
0.30063,0.18758,0.1278,0.06584,0.31815
0.30203,0.18623,0.12615,0.06553,0.32006
0.29998,0.18754,0.12569,0.06495,0.32184
0.29944,0.18701,0.12558,0.06459,0.32338
0.29884,0.18667,0.12493,0.06426,0.3253
0.29809,0.18632,0.12448,0.06412,0.32699
0.29766,0.1859,0.12366,0.06381,0.32897
0.2966,0.1852,0.12358,0.06398,0.33064
0.29602,0.18399,0.12377,0.0637,0.33252
0.29496,0.18326,0.12371,0.06362,0.33445
0.29407,0.18315,0.12329,0.06326,0.33623
0.2935,0.18245,0.12286,0.06329,0.3379
0.29287,0.18243,0.12206,0.06293,0.33971
0.29249,0.18192,0.12148,0.06287,0.34124
0.29191,0.18148,0.12124,0.06243,0.34294
0.29148,0.18076,0.12102,0.06213,0.34461
0.29124,0.18027,0.12046,0.06178,0.34625
0.29053,0.17964,0.11948,0.0624,0.34795
0.28984,0.17906,0.12049,0.06087,0.34974
0.28904,0.17751,0.12141,0.06065,0.35139
0.28907,0.17648,0.1209,0.06036,0.35319
0.28821,0.17582,0.1204,0.06058,0.35499
0.2875,0.17557,0.11996,0.06014,0.35683
0.28663,0.17471,0.11968,0.06034,0.35864
0.28571,0.1747,0.1189,0.06026,0.36043
0.28513,0.17352,0.11891,0.06025,0.36219
0.28479,0.17315,0.11837,0.05972,0.36397
0.2842,0.17264,0.11765,0.05941,0.3661
0.28361,0.17214,0.11715,0.05914,0.36796
0.28279,0.17212,0.11647,0.0588,0.36982
0.28224,0.17175,0.11544,0.05865,0.37192
0.28129,0.17101,0.11502,0.05842,0.37426
0.28017,0.17074,0.11478,0.05799,0.37632
0.27824,0.17154,0.11435,0.05765,0.37822
0.27781,0.17123,0.1138,0.05715,0.38001
0.27711,0.17103,0.11308,0.05702,0.38176
0.2765,0.17057,0.11263,0.05649,0.38381
0.27571,0.16976,0.11239,0.05624,0.3859
0.2751,0.16931,0.11199,0.05577,0.38783
0.27431,0.16872,0.11168,0.05553,0.38976
0.27362,0.16813,0.11128,0.0551,0.39187
0.27285,0.16621,0.11204,0.05503,0.39387
0.27232,0.16589,0.1115,0.05435,0.39594
0.27159,0.1654,0.111,0.054,0.39801
0.27115,0.16545,0.10989,0.0537,0.39981
0.27052,0.16493,0.10755,0.05502,0.40198
0.26993,0.16477,0.10677,0.05446,0.40407
0.26894,0.16434,0.10634,0.05416,0.40622
0.26853,0.16385,0.10542,0.05372,0.40848
0.26754,0.16317,0.10405,0.05471,0.41053
0.26709,0.16287,0.10325,0.05415,0.41264
0.26626,0.16232,0.10308,0.05365,0.41469
0.26576,0.16236,0.10167,0.05352,0.41669
0.26452,0.16202,0.10126,0.05343,0.41877
0.26501,0.16272,0.09835,0.05304,0.42088
0.26401,0.161,0.09927,0.05283,0.42289
0.26293,0.16087,0.09844,0.05252,0.42524
0.26199,0.16009,0.09788,0.0526,0.42744
0.26136,0.15961,0.09717,0.05232,0.42954
0.26023,0.15763,0.09805,0.05233,0.43176
0.25966,0.15698,0.09765,0.05197,0.43374
0.25872,0.15628,0.09744,0.05197,0.43559
0.25707,0.15662,0.09716,0.0516,0.43755
0.25626,0.15601,0.0967,0.0514,0.43963
0.2557,0.15521,0.09623,0.05111,0.44175
0.2549,0.15435,0.09601,0.05091,0.44383
0.25496,0.15438,0.09423,0.0506,0.44583
0.25352,0.15349,0.09429,0.0506,0.4481
0.25292,0.15254,0.09404,0.05009,0.45041
0.25202,0.15207,0.0935,0.05005,0.45236
0.25152,0.15182,0.0924,0.04982,0.45444
0.25085,0.15103,0.09201,0.0497,0.45641
0.24997,0.15049,0.09141,0.04955,0.45858
0.24911,0.14948,0.09121,0.04951,0.46069
0.24832,0.14902,0.09075,0.0492,0.46271
0.24774,0.14828,0.09055,0.04888,0.46455
0.24657,0.14779,0.09028,0.04879,0.46657
0.24586,0.14695,0.08998,0.04852,0.46869
0.24523,0.14703,0.08901,0.04802,0.47071
0.24406,0.14645,0.0886,0.04778,0.47311
0.24323,0.14557,0.08838,0.04735,0.47547
0.24216,0.1449,0.08786,0.04707,0.47801
0.24129,0.14301,0.08852,0.0468,0.48038
0.2405,0.14207,0.08811,0.0468,0.48252
0.23949,0.14165,0.08769,0.04616,0.48501
0.23866,0.14068,0.08753,0.0461,0.48703
0.23808,0.13994,0.08724,0.04552,0.48922
0.23728,0.13913,0.08624,0.04593,0.49142
0.23668,0.13854,0.08534,0.04574,0.4937
0.23582,0.13773,0.08516,0.04551,0.49578
0.23307,0.13925,0.08476,0.04508,0.49784
0.23353,0.13758,0.08435,0.04461,0.49993
0.23286,0.13708,0.08389,0.04406,0.50211
0.23093,0.13731,0.08344,0.04382,0.5045
0.22992,0.13704,0.08301,0.04342,0.50661
0.22986,0.13613,0.08231,0.04295,0.50875
0.22948,0.13612,0.08101,0.04251,0.51088
0.22879,0.13565,0.08042,0.04229,0.51285
0.22787,0.13516,0.07834,0.04345,0.51518
0.22702,0.13352,0.07917,0.04324,0.51705
0.22615,0.13292,0.07861,0.04293,0.51939
0.2253,0.13144,0.0791,0.04269,0.52147
0.22477,0.13097,0.07848,0.04225,0.52353
0.22368,0.13014,0.07832,0.04212,0.52574
0.22294,0.12956,0.07768,0.04192,0.5279
0.2221,0.12878,0.07733,0.04171,0.53008
0.2209,0.12843,0.07693,0.04136,0.53238
0.21891,0.12832,0.07682,0.04122,0.53473
0.21797,0.12801,0.07639,0.04075,0.53688
0.21692,0.12742,0.07482,0.04169,0.53915
0.21609,0.12682,0.07423,0.04139,0.54147
0.21544,0.12638,0.0731,0.0413,0.54378
0.21466,0.12601,0.07236,0.04091,0.54606
0.21379,0.12541,0.07176,0.04064,0.5484
0.21295,0.12499,0.07126,0.04014,0.55066
0.21216,0.12412,0.07031,0.04022,0.55319
0.21123,0.12376,0.06958,0.0399,0.55553
0.21004,0.12316,0.06966,0.03949,0.55765
0.20885,0.12274,0.0691,0.03925,0.56006
0.20687,0.12291,0.06851,0.03907,0.56264
0.20605,0.12254,0.06787,0.03882,0.56472
0.20493,0.12154,0.06771,0.03878,0.56704
0.20384,0.11996,0.06824,0.03858,0.56938
0.20294,0.11908,0.06799,0.03829,0.5717
0.20203,0.1186,0.06735,0.03816,0.57386
0.2009,0.11762,0.06707,0.03814,0.57627
0.20015,0.1171,0.0665,0.03776,0.57849
0.19807,0.1175,0.0656,0.03742,0.58141
0.19705,0.11692,0.06504,0.03708,0.58391
0.19616,0.11621,0.06469,0.03673,0.58621
0.19529,0.11556,0.06425,0.03637,0.58853
0.19441,0.11431,0.06414,0.03614,0.591
0.19361,0.11384,0.06328,0.03596,0.59331
0.1925,0.11194,0.0641,0.03565,0.59581
0.1916,0.11118,0.06357,0.03545,0.5982
0.19055,0.11061,0.06333,0.03515,0.60036
0.19001,0.10987,0.06272,0.03487,0.60253
0.1891,0.10929,0.06231,0.03453,0.60477
0.18811,0.10903,0.06171,0.03409,0.60706
0.18723,0.10853,0.06118,0.03347,0.60959
0.18632,0.10795,0.06081,0.03302,0.6119
0.18551,0.10695,0.06051,0.03263,0.6144
0.18435,0.10638,0.05994,0.03237,0.61696
0.18322,0.10542,0.05865,0.03322,0.61949
0.18244,0.1048,0.05818,0.03277,0.62181
0.18147,0.10403,0.05779,0.03252,0.62419
0.18059,0.10378,0.05727,0.03217,0.62619
0.17976,0.1024,0.05716,0.03195,0.62873
0.17901,0.10221,0.05649,0.03137,0.63092
0.17789,0.10175,0.05603,0.03112,0.63321
0.17758,0.10163,0.05435,0.03105,0.63539
0.17642,0.10083,0.05389,0.03108,0.63778
0.17559,0.10013,0.05352,0.03077,0.63999
0.17347,0.10005,0.05325,0.03053,0.6427
0.17273,0.0994,0.05266,0.03013,0.64508
0.17158,0.0988,0.05209,0.03009,0.64744
0.17064,0.09837,0.0516,0.02965,0.64974
0.16953,0.09753,0.0513,0.02953,0.65211
0.16854,0.09603,0.05176,0.02911,0.65456
0.16644,0.09601,0.05141,0.02902,0.65712
0.16531,0.09543,0.05089,0.02885,0.65952
0.16402,0.09454,0.0507,0.02884,0.6619
0.16282,0.09416,0.05009,0.02852,0.66441
0.1616,0.09341,0.04988,0.02858,0.66653
0.16073,0.09253,0.04912,0.02839,0.66923
0.15936,0.09175,0.04824,0.0287,0.67195
0.15842,0.0911,0.0477,0.02831,0.67447
