Insured,Uninsured
0.0,
0.0,
0.00614,
0.01044,
0.01814,
0.02158,
0.03136,
0.03442,
0.04274,
0.04836,
0.05568,
0.05798,
0.06804,
0.07162,
0.07654,
0.08112,
0.0888,
0.091,
0.09798,
0.10006,
0.10674,
0.11158,
0.1169,
0.11818,
0.12678,
0.1304,
0.13426,
0.13716,
0.14306,
0.14522,
0.15162,
0.15398,
0.15848,
0.16254,
0.16638,
0.16836,
0.1751,
0.17788,
0.18106,
0.18336,
0.18878,
0.19162,
0.19708,
0.19904,
0.20304,
0.20656,
0.21024,
0.21164,
0.21734,
0.22032,
0.22376,
0.2262,
0.23028,
0.2315,
0.23522,
0.23768,
0.2416,
0.24456,
0.24736,
0.24816,
0.25362,
0.25584,
0.25792,
0.2602,
0.26382,
0.2656,
0.2691,
0.27076,
0.27388,
0.2761,
0.27914,
0.28056,
0.28446,
0.28658,
0.28872,
0.29106,
0.29462,
0.29632,
0.3,
0.30158,
0.30486,
0.30738,
0.30964,
0.31082,
0.31502,
0.31748,
0.31978,
0.32172,
0.3247,
0.32602,
0.3288,
0.33094,
0.33352,
0.33524,
0.33768,
0.33882,
0.34276,
0.34474,
0.34676,
0.34882,
0.35206,
0.35332,
0.35572,
0.3571,
0.35922,
0.36126,
0.36362,
0.36434,
0.36736,
0.36884,
0.37058,
0.37226,
0.37466,
0.3758,
0.37806,
0.37954,
0.38184,
0.3836,
0.3856,
0.38654,
0.38948,
0.3916,
0.39316,
0.3947,
0.39674,
0.39812,
0.40046,
0.40218,
0.40414,
0.40604,
0.40808,
0.40924,
0.412,
0.4135,
0.41524,
0.41684,
0.41946,
0.42082,
0.42284,
0.42418,
0.42616,
0.42838,
0.43026,
0.43128,
0.43392,
0.43564,
0.43734,
0.43848,
0.4407,
0.44162,
0.4437,
0.44484,
0.4468,
0.44834,
0.44998,
0.45098,
0.45296,
0.45428,
0.4558,
0.45702,
0.45886,
0.46006,
0.46186,
0.46336,
0.46508,
0.46682,
0.46856,
0.46932,
0.47142,
0.47294,
0.47444,
0.47546,
0.47716,
0.47808,
0.47998,
0.4813,
0.48336,
0.48474,
0.48666,
0.48762,
0.48972,
0.49162,
0.4933,
0.49468,
0.49628,
0.4972,
0.49902,
0.50028,
0.50206,
0.5031,
0.50508,
0.5062,
0.50804,
0.50934,
0.51082,
0.51202,
0.51372,
0.51484,
0.51618,
0.51716,
0.51892,
0.5202,
0.5214,
0.52228,
0.52382,
0.5249,
0.5259,
0.52662,
0.52806,
0.52904,
0.53054,
0.53176,
0.53314,
0.53422,
0.53578,
0.53656,
0.5387,
0.53986,
0.54092,
0.54198,
0.54358,
0.54452,
0.54586,
0.54692,
0.54796,
