N,E,S1,S2,D
0.37666,0.20225,0.21898,0.08087,0.12124
0.37708,0.20162,0.2186,0.0805,0.1222
0.37679,0.20135,0.21855,0.08025,0.12306
0.37521,0.2032,0.2176,0.08016,0.12383
0.37488,0.20255,0.21773,0.0802,0.12464
0.37555,0.20455,0.21484,0.07949,0.12557
0.37314,0.20672,0.21428,0.07918,0.12668
0.37319,0.20705,0.21328,0.07884,0.12764
0.37369,0.20727,0.21211,0.07836,0.12857
0.37435,0.20811,0.21033,0.07772,0.12949
0.37348,0.20858,0.21023,0.07729,0.13042
0.37364,0.20699,0.21198,0.07602,0.13137
0.37334,0.20658,0.21132,0.07653,0.13223
0.37378,0.20637,0.21088,0.0759,0.13307
0.37342,0.20582,0.21095,0.07568,0.13413
0.37143,0.20796,0.20819,0.07749,0.13493
0.37076,0.20643,0.20932,0.0776,0.13589
0.3708,0.20673,0.20849,0.07715,0.13683
0.37161,0.20705,0.20604,0.0775,0.1378
0.37159,0.20677,0.20535,0.07761,0.13868
0.36941,0.20809,0.20514,0.07761,0.13975
0.36974,0.20806,0.20441,0.07726,0.14053
0.36987,0.2078,0.20352,0.07737,0.14144
0.36978,0.21045,0.20037,0.07722,0.14218
0.36949,0.20999,0.2003,0.07706,0.14316
0.36952,0.20947,0.20019,0.07665,0.14417
0.36917,0.20917,0.19992,0.07667,0.14507
0.3689,0.21002,0.19959,0.07557,0.14592
0.36847,0.20939,0.19974,0.07542,0.14698
0.3689,0.21037,0.19493,0.07768,0.14812
0.36855,0.21004,0.19385,0.07845,0.14911
0.36883,0.21011,0.19262,0.07829,0.15015
0.36866,0.20958,0.19265,0.07771,0.1514
0.3693,0.20982,0.19063,0.07786,0.15239
0.36714,0.21116,0.19048,0.07757,0.15365
0.36473,0.2135,0.18916,0.07796,0.15465
0.3654,0.21381,0.187,0.07808,0.15571
0.36534,0.21203,0.18788,0.078,0.15675
0.36517,0.21183,0.18747,0.07783,0.1577
0.3649,0.21154,0.18711,0.07776,0.15869
0.36499,0.21075,0.18699,0.07753,0.15974
0.36497,0.21051,0.18672,0.07703,0.16077
0.36455,0.20749,0.18875,0.07723,0.16198
0.36427,0.20726,0.18683,0.07852,0.16312
0.36382,0.20529,0.18831,0.07843,0.16415
0.36281,0.20562,0.18783,0.07836,0.16538
0.3621,0.20531,0.18769,0.07845,0.16645
0.36248,0.20592,0.18571,0.07843,0.16746
0.36195,0.20489,0.18573,0.07876,0.16867
0.36236,0.20529,0.18433,0.07844,0.16958
0.36194,0.2051,0.18634,0.07619,0.17043
0.36206,0.20482,0.18607,0.07564,0.17141
0.36197,0.20268,0.18743,0.07562,0.1723
0.36297,0.20402,0.18394,0.07559,0.17348
0.36256,0.20358,0.18361,0.07557,0.17468
0.36225,0.20385,0.18312,0.075,0.17578
0.35932,0.20631,0.18238,0.07483,0.17716
0.35984,0.20669,0.17963,0.07533,0.17851
0.35955,0.2065,0.17921,0.07521,0.17953
0.35918,0.20685,0.17869,0.07472,0.18056
0.35903,0.20718,0.17748,0.07458,0.18173
0.35731,0.20907,0.17675,0.07419,0.18268
0.35437,0.21155,0.17624,0.07407,0.18377
0.35395,0.21157,0.17587,0.0736,0.18501
0.35357,0.21097,0.17569,0.07369,0.18608
0.3493,0.21517,0.17469,0.07346,0.18738
0.34889,0.21486,0.17445,0.07335,0.18845
0.34872,0.21442,0.17437,0.07293,0.18956
0.34892,0.21235,0.17509,0.07278,0.19086
0.35036,0.21282,0.17235,0.07243,0.19204
0.34797,0.21443,0.17197,0.07258,0.19305
0.34853,0.21457,0.17064,0.07214,0.19412
0.3466,0.21565,0.17057,0.07213,0.19505
0.34424,0.21701,0.17084,0.07178,0.19613
0.34369,0.21526,0.17228,0.07136,0.19741
0.34138,0.21751,0.17165,0.0711,0.19836
0.34086,0.21691,0.17201,0.07067,0.19955
0.34062,0.21637,0.17163,0.07052,0.20086
0.33996,0.2148,0.1718,0.07136,0.20208
0.33987,0.21486,0.17097,0.07104,0.20326
0.33813,0.21498,0.17117,0.0709,0.20482
0.33862,0.21568,0.16877,0.07088,0.20605
0.33822,0.21512,0.16838,0.07096,0.20732
0.33797,0.21317,0.16942,0.07063,0.20881
0.33696,0.21204,0.17032,0.07068,0.21
0.33692,0.21179,0.16966,0.07051,0.21112
0.33655,0.21145,0.16937,0.07035,0.21228
0.33635,0.21107,0.16872,0.07014,0.21372
0.33568,0.21061,0.16874,0.06984,0.21513
0.33544,0.21024,0.16825,0.06958,0.21649
0.33537,0.20924,0.16472,0.07277,0.2179
0.33505,0.2095,0.16363,0.0725,0.21932
0.3344,0.20893,0.16324,0.07285,0.22058
0.33392,0.20867,0.1631,0.07237,0.22194
0.33337,0.20813,0.16281,0.0723,0.22339
0.33321,0.20824,0.16198,0.07184,0.22473
0.33251,0.20812,0.16158,0.07167,0.22612
0.33218,0.2081,0.16087,0.07142,0.22743
0.33184,0.2074,0.16064,0.07136,0.22876
0.33194,0.20733,0.15958,0.07119,0.22996
0.33191,0.20741,0.15821,0.07111,0.23136
0.33211,0.20762,0.15696,0.07048,0.23283
0.32992,0.20706,0.15859,0.07018,0.23425
0.32897,0.20763,0.15813,0.06967,0.2356
0.3289,0.20776,0.15602,0.07031,0.23701
0.32899,0.20782,0.15516,0.06974,0.23829
0.32904,0.20856,0.153,0.06965,0.23975
0.32891,0.20886,0.15206,0.06921,0.24096
0.32853,0.20835,0.15196,0.06887,0.24229
0.32781,0.20808,0.15186,0.06854,0.24371
0.32742,0.20768,0.15125,0.06855,0.2451
0.32723,0.20725,0.15097,0.06808,0.24647
0.32695,0.20672,0.15092,0.06761,0.2478
0.32656,0.20681,0.15008,0.06722,0.24933
0.32607,0.20684,0.14896,0.06733,0.2508
0.32622,0.20631,0.148,0.06722,0.25225
0.32637,0.20666,0.14615,0.06724,0.25358
0.32623,0.20428,0.14735,0.06678,0.25536
0.3256,0.20377,0.14684,0.06693,0.25686
0.32528,0.20356,0.14626,0.06668,0.25822
0.32473,0.20296,0.14591,0.06663,0.25977
0.32372,0.20233,0.14637,0.06638,0.2612
0.32334,0.2016,0.14586,0.06647,0.26273
0.32335,0.20159,0.14497,0.06603,0.26406
0.32227,0.20111,0.14477,0.06612,0.26573
0.32203,0.20102,0.14404,0.06568,0.26723
0.31995,0.20066,0.14474,0.06593,0.26872
0.31948,0.20041,0.1444,0.06545,0.27026
0.31876,0.20039,0.14321,0.0661,0.27154
0.31973,0.19821,0.14307,0.06586,0.27313
0.32077,0.19666,0.14224,0.06563,0.2747
0.32035,0.19654,0.14139,0.06539,0.27633
0.31962,0.19609,0.14093,0.06537,0.27799
0.31922,0.1957,0.14016,0.06518,0.27974
0.31903,0.19611,0.13843,0.06513,0.2813
0.31886,0.19572,0.13743,0.06492,0.28307
0.31791,0.19531,0.13721,0.06507,0.2845
0.31759,0.19524,0.13638,0.06462,0.28617
0.31691,0.19452,0.13402,0.06678,0.28777
0.31662,0.19407,0.13349,0.06649,0.28933
0.31565,0.19155,0.13529,0.06638,0.29113
0.31689,0.18939,0.13488,0.06601,0.29283
0.31621,0.18876,0.13461,0.06604,0.29438
0.31561,0.1883,0.13329,0.06668,0.29612
0.31494,0.18827,0.12994,0.06902,0.29783
0.31449,0.18762,0.12968,0.0688,0.29941
0.31374,0.18709,0.12954,0.06844,0.30119
0.31312,0.18685,0.13121,0.06612,0.3027
0.3126,0.18612,0.13079,0.06629,0.3042
0.31222,0.18619,0.12985,0.0658,0.30594
0.30995,0.18743,0.12942,0.06545,0.30775
0.31044,0.18803,0.12717,0.06485,0.30951
0.30962,0.18769,0.12706,0.06435,0.31128
0.30908,0.1872,0.12661,0.06385,0.31326
0.30846,0.18661,0.12644,0.06366,0.31483
0.30818,0.18633,0.12579,0.06318,0.31652
0.30955,0.18504,0.12411,0.06288,0.31842
0.30807,0.18578,0.12362,0.06234,0.32019
0.30751,0.1853,0.12349,0.062,0.3217
0.3069,0.18493,0.12287,0.06168,0.32362
0.30607,0.1846,0.12255,0.06146,0.32532
0.30556,0.18417,0.12176,0.0612,0.32731
0.30445,0.18345,0.12177,0.06134,0.32899
0.30379,0.18298,0.12124,0.06111,0.33088
0.30265,0.18231,0.12116,0.06108,0.3328
0.30181,0.18216,0.12074,0.06072,0.33457
0.30121,0.18149,0.12028,0.0608,0.33622
0.30056,0.18145,0.11954,0.06046,0.33799
0.30016,0.18092,0.11901,0.0604,0.33951
0.29961,0.18047,0.11875,0.05996,0.34121
0.29921,0.17984,0.11841,0.05966,0.34288
0.29883,0.17944,0.11793,0.0593,0.3445
0.29807,0.17883,0.117,0.05993,0.34617
0.29744,0.1781,0.11811,0.0584,0.34795
0.2966,0.17657,0.11895,0.05827,0.34961
0.29658,0.17488,0.11912,0.05802,0.3514
0.29579,0.17415,0.11859,0.05824,0.35323
