OHS,IHS,DT,DUT
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.993305045733843,0.006694954266156956,0.0
0.0,0.988536128715746,0.011423822825618999,4.004845863494829e-05
0.0,0.9792791258975874,0.02066078456900782,6.008953340477311e-05
0.0,0.9754137779024566,0.024455977237205946,0.0001302448603374344
0.0,0.9646991610788707,0.035070311012217976,0.0002305279089114071
0.0,0.9612901285316116,0.038368991999358344,0.0003408794690300976
0.0,0.9518995466762947,0.04762907690456132,0.00047137641914390016
0.0,0.9456043018951212,0.05379375382485428,0.0006019442800244791
0.0,0.937564608235731,0.061752928070333904,0.0006824636939351057
0.0,0.9348199315267919,0.06422626278852622,0.0009538056846818807
0.0,0.9237474517207789,0.07511774807435452,0.0011348002048665858
0.0,0.9197006228651798,0.07891299979907575,0.0013863773357444243
0.0,0.9144278606965174,0.08393386602341826,0.0016382732800643248
0.0,0.9092855850240283,0.08880421450545915,0.001910200470512537
0.0,0.9004465273447714,0.09739123438662832,0.0021622382686002774
0.0,0.8977624854118879,0.09968207976176104,0.002555434826351161
0.0,0.8897947680446096,0.10740707189660899,0.002798160058781492
0.0,0.8872710429064838,0.10950669123644383,0.00322226585707237
0.0,0.8799274668815796,0.11652646955120133,0.0035460635672190603
0.0,0.8744016366183273,0.12178899313708694,0.003809370244585756
0.0,0.8686149782755527,0.1272719941127252,0.004113027611722129
0.0,0.8672387886610934,0.12829381926726702,0.004467392071639624
0.0,0.8580652320853889,0.1371830957497251,0.00475167216488605
0.0,0.8540417801998184,0.1406398223836916,0.005318397416490059
0.0,0.8498551251375555,0.1443700719831198,0.0057748028793247926
0.0,0.8467645009140399,0.14698366848127986,0.006251830604680288
0.0,0.8405504253470468,0.15282183919658915,0.00662773545636404
0.0,0.8383751604524,0.15441837900120275,0.007206460546397275
0.0,0.8312959424070535,0.16119149452482787,0.0075125630681186235
0.0,0.8285052495296664,0.16348390751117675,0.008010842959156838
0.0,0.8235770301037187,0.16811535542625855,0.008307614470022767
0.0,0.8191728410057088,0.17215271873355198,0.008674440260739302
0.0,0.8152243248990007,0.17568320119882952,0.00909247390216984
0.0,0.813126709206928,0.17725108882811708,0.009622201964954927
0.0,0.8056394253176357,0.1845022188899471,0.009858355792417273
0.0,0.8025845031166067,0.1870774844169665,0.010338012466426797
0.0,0.7993875978423977,0.18967230401103136,0.010940098146570954
0.0,0.7969165229739325,0.19157115326097982,0.011512323765087738
0.0,0.7909716303421405,0.19713665327326596,0.01189171638459353
0.0,0.7883260582681961,0.19918789970561365,0.012486042026190235
0.0,0.7827663247689651,0.2043160353407129,0.012917639890321925
0.0,0.7804677340702211,0.20594928478543564,0.013582981144343304
0.0,0.7760115460061592,0.21002347823435547,0.013964975759485309
0.0,0.7720968069961358,0.2134024811877161,0.014500711816148058
0.0,0.768170349570667,0.21665038863793595,0.015179261791397062
0.0,0.7667419801335288,0.21728952939260707,0.015968490473864193
0.0,0.7607367585069338,0.22287046653226628,0.016392774960799886
0.0,0.7573612539849057,0.22541580518012283,0.01722294083497143
0.0,0.7537091383386321,0.22867245455286542,0.017618407108502487
0.0,0.7510753674596865,0.23070964059282817,0.01821499194748537
0.0,0.7467598021720288,0.23455871105899148,0.01868148676897976
0.0,0.745414856070343,0.23510210743211538,0.01948303649754167
0.0,0.7413495780655299,0.23895674533933328,0.019693676595136784
0.0,0.738683925764103,0.2409706200616591,0.02034545417423794
0.0,0.7342878735268286,0.24512347065912293,0.02058865581404849
0.0,0.7312993634478038,0.24774447997874754,0.020956156573448723
0.0,0.7283088686265691,0.250296438647422,0.021394692726008913
0.0,0.7273210688318728,0.25038603523913733,0.02229289592898997
0.0,0.7215982323697293,0.25603019701712393,0.02237157061314675
0.0,0.7191039980352629,0.2580763996193322,0.02281960234540487
0.0,0.7169564060036447,0.2597825419251797,0.023261052071175542
0.0,0.7145432199918066,0.26151167554281035,0.02394510446538304
0.0,0.7103308367742134,0.2654276083236852,0.024241554902101413
0.0,0.7082282762437735,0.2668245085378103,0.024947215218416252
0.0,0.7041924271784934,0.2706263521064665,0.02518122071504004
0.0,0.7023714279853119,0.2716474859991384,0.025981086015549673
0.0,0.699235544610333,0.27433174285567696,0.026432712533990047
0.0,0.6966863079228858,0.27629498840002464,0.027018703677089535
0.0,0.6935044929396662,0.279219512195122,0.02727599486521181
0.0,0.6920579471899723,0.27987259837665673,0.028069454433371006
0.0,0.6877409010083153,0.28408588666988727,0.028173212321797494
0.0,0.6852735499794324,0.28595228301110653,0.028774167009461126
